,item,a,b,real,alt,passage,condition,first_mention,mentions_real,mentions_alt,stim_number,knowledge_cue
138,candy,Antonio,Marta,top,bottom,"It is Antonio's birthday, and their auntie pops in to give her a box of candy. Antonio puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Antonio's sweet sibling Marta comes in and asks Antonio: “Where have you put your candy, in your top drawer or your bottom drawer?” Antonio wants to share the candy with Marta. Antonio says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
139,candy,Antonio,Marta,bottom,top,"It is Antonio's birthday, and their auntie pops in to give her a box of candy. Antonio puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Antonio's sweet sibling Marta comes in and asks Antonio: “Where have you put your candy, in your bottom drawer or your top drawer?” Antonio wants to share the candy with Marta. Antonio says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
140,candy,Ben,Antonio,top,bottom,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Ben's sweet sibling Antonio comes in and asks Ben: “Where have you put your candy, in your top drawer or your bottom drawer?” Ben wants to share the candy with Antonio. Ben says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
141,candy,Ben,Antonio,bottom,top,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Ben's sweet sibling Antonio comes in and asks Ben: “Where have you put your candy, in your bottom drawer or your top drawer?” Ben wants to share the candy with Antonio. Ben says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
142,candy,Ben,Cameron,top,bottom,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Ben's sweet sibling Cameron comes in and asks Ben: “Where have you put your candy, in your top drawer or your bottom drawer?” Ben wants to share the candy with Cameron. Ben says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
143,candy,Ben,Cameron,bottom,top,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Ben's sweet sibling Cameron comes in and asks Ben: “Where have you put your candy, in your bottom drawer or your top drawer?” Ben wants to share the candy with Cameron. Ben says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit
144,chocolates,Catherine,Cameron,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of chocolates. Catherine puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Cameron comes in and asks Catherine: “Where have you put your chocolates, in your bottom drawer?” Catherine does not want Cameron to find the chocolates. Catherine says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
145,chocolates,Catherine,Cameron,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of chocolates. Catherine puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Cameron comes in and asks Catherine: “Where have you put your chocolates, in your top drawer?” Catherine does not want Cameron to find the chocolates. Catherine says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
146,chocolates,Catherine,Pamela,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of chocolates. Catherine puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Pamela comes in and asks Catherine: “Where have you put your chocolates, in your bottom drawer?” Catherine does not want Pamela to find the chocolates. Catherine says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
147,chocolates,Catherine,Pamela,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of chocolates. Catherine puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Pamela comes in and asks Catherine: “Where have you put your chocolates, in your top drawer?” Catherine does not want Pamela to find the chocolates. Catherine says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
148,chocolates,Emily,Ben,top,bottom,"It is Emily's birthday, and their auntie pops in to give them a box of chocolates. Emily puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Emily's greedy sibling Ben comes in and asks Emily: “Where have you put your chocolates, in your bottom drawer?” Emily does not want Ben to find the chocolates. Emily says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
149,chocolates,Emily,Ben,bottom,top,"It is Emily's birthday, and their auntie pops in to give them a box of chocolates. Emily puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Emily's greedy sibling Ben comes in and asks Emily: “Where have you put your chocolates, in your top drawer?” Emily does not want Ben to find the chocolates. Emily says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
150,chocolates,Emily,Cameron,top,bottom,"It is Emily's birthday, and their auntie pops in to give them a box of chocolates. Emily puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Emily's greedy sibling Cameron comes in and asks Emily: “Where have you put your chocolates, in your bottom drawer?” Emily does not want Cameron to find the chocolates. Emily says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
151,chocolates,Emily,Cameron,bottom,top,"It is Emily's birthday, and their auntie pops in to give them a box of chocolates. Emily puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Emily's greedy sibling Cameron comes in and asks Emily: “Where have you put your chocolates, in your top drawer?” Emily does not want Cameron to find the chocolates. Emily says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
152,sweets,Catherine,Cameron,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of sweets. Catherine puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Cameron comes in and asks Catherine: “Where have you put your sweets, in your bottom drawer?” Catherine does not want Cameron to find the sweets. Catherine says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
153,sweets,Catherine,Cameron,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of sweets. Catherine puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Cameron comes in and asks Catherine: “Where have you put your sweets, in your top drawer?” Catherine does not want Cameron to find the sweets. Catherine says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
154,sweets,Catherine,Pamela,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of sweets. Catherine puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Pamela comes in and asks Catherine: “Where have you put your sweets, in your bottom drawer?” Catherine does not want Pamela to find the sweets. Catherine says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
155,sweets,Catherine,Pamela,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of sweets. Catherine puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Pamela comes in and asks Catherine: “Where have you put your sweets, in your top drawer?” Catherine does not want Pamela to find the sweets. Catherine says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
156,sweets,Cameron,Catherine,top,bottom,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Cameron's greedy sibling Catherine comes in and asks Cameron: “Where have you put your sweets, in your bottom drawer?” Cameron does not want Catherine to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
157,sweets,Cameron,Catherine,bottom,top,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Cameron's greedy sibling Catherine comes in and asks Cameron: “Where have you put your sweets, in your top drawer?” Cameron does not want Catherine to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
158,sweets,Cameron,Lisa,top,bottom,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Cameron's greedy sibling Lisa comes in and asks Cameron: “Where have you put your sweets, in your bottom drawer?” Cameron does not want Lisa to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
159,sweets,Cameron,Lisa,bottom,top,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Cameron's greedy sibling Lisa comes in and asks Cameron: “Where have you put your sweets, in your top drawer?” Cameron does not want Lisa to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
160,candy,Catherine,Emily,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of candy. Catherine puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Emily comes in and asks Catherine: “Where have you put your candy, in your bottom drawer?” Catherine does not want Emily to find the candy. Catherine says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
161,candy,Catherine,Emily,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of candy. Catherine puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Emily comes in and asks Catherine: “Where have you put your candy, in your top drawer?” Catherine does not want Emily to find the candy. Catherine says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
162,candy,Catherine,Lisa,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of candy. Catherine puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Lisa comes in and asks Catherine: “Where have you put your candy, in your bottom drawer?” Catherine does not want Lisa to find the candy. Catherine says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
163,candy,Catherine,Lisa,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of candy. Catherine puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Lisa comes in and asks Catherine: “Where have you put your candy, in your top drawer?” Catherine does not want Lisa to find the candy. Catherine says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
164,candy,Antonio,Pamela,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Antonio's greedy sibling Pamela comes in and asks Antonio: “Where have you put your candy, in your bottom drawer?” Antonio does not want Pamela to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
165,candy,Antonio,Pamela,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Antonio's greedy sibling Pamela comes in and asks Antonio: “Where have you put your candy, in your top drawer?” Antonio does not want Pamela to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
166,candy,Antonio,Cameron,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Antonio's greedy sibling Cameron comes in and asks Antonio: “Where have you put your candy, in your bottom drawer?” Antonio does not want Cameron to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
167,candy,Antonio,Cameron,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Antonio's greedy sibling Cameron comes in and asks Antonio: “Where have you put your candy, in your top drawer?” Antonio does not want Cameron to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit
168,chocolates,James,Sean,top,bottom,"It is James's birthday, and their auntie pops in to give her a box of chocolates. James puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, James's sweet sibling Sean comes in and asks James: “Where have you put your chocolates, in your bottom drawer?” James wants to share the chocolates with Sean. James says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
169,chocolates,James,Sean,bottom,top,"It is James's birthday, and their auntie pops in to give her a box of chocolates. James puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, James's sweet sibling Sean comes in and asks James: “Where have you put your chocolates, in your top drawer?” James wants to share the chocolates with Sean. James says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
170,chocolates,James,Emily,top,bottom,"It is James's birthday, and their auntie pops in to give her a box of chocolates. James puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, James's sweet sibling Emily comes in and asks James: “Where have you put your chocolates, in your bottom drawer?” James wants to share the chocolates with Emily. James says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
171,chocolates,James,Emily,bottom,top,"It is James's birthday, and their auntie pops in to give her a box of chocolates. James puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, James's sweet sibling Emily comes in and asks James: “Where have you put your chocolates, in your top drawer?” James wants to share the chocolates with Emily. James says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
172,chocolates,Sean,Sonja,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of chocolates. Sean puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sean's sweet sibling Sonja comes in and asks Sean: “Where have you put your chocolates, in your bottom drawer?” Sean wants to share the chocolates with Sonja. Sean says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
173,chocolates,Sean,Sonja,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of chocolates. Sean puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sean's sweet sibling Sonja comes in and asks Sean: “Where have you put your chocolates, in your top drawer?” Sean wants to share the chocolates with Sonja. Sean says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
174,chocolates,Sean,Emily,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of chocolates. Sean puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sean's sweet sibling Emily comes in and asks Sean: “Where have you put your chocolates, in your bottom drawer?” Sean wants to share the chocolates with Emily. Sean says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
175,chocolates,Sean,Emily,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of chocolates. Sean puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sean's sweet sibling Emily comes in and asks Sean: “Where have you put your chocolates, in your top drawer?” Sean wants to share the chocolates with Emily. Sean says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
176,sweets,Sean,Catherine,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sean's sweet sibling Catherine comes in and asks Sean: “Where have you put your sweets, in your bottom drawer?” Sean wants to share the sweets with Catherine. Sean says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
177,sweets,Sean,Catherine,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sean's sweet sibling Catherine comes in and asks Sean: “Where have you put your sweets, in your top drawer?” Sean wants to share the sweets with Catherine. Sean says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
178,sweets,Sean,Marta,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sean's sweet sibling Marta comes in and asks Sean: “Where have you put your sweets, in your bottom drawer?” Sean wants to share the sweets with Marta. Sean says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
179,sweets,Sean,Marta,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sean's sweet sibling Marta comes in and asks Sean: “Where have you put your sweets, in your top drawer?” Sean wants to share the sweets with Marta. Sean says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
180,sweets,Cameron,Sean,top,bottom,"It is Cameron's birthday, and their auntie pops in to give her a box of sweets. Cameron puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Cameron's sweet sibling Sean comes in and asks Cameron: “Where have you put your sweets, in your bottom drawer?” Cameron wants to share the sweets with Sean. Cameron says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
181,sweets,Cameron,Sean,bottom,top,"It is Cameron's birthday, and their auntie pops in to give her a box of sweets. Cameron puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Cameron's sweet sibling Sean comes in and asks Cameron: “Where have you put your sweets, in your top drawer?” Cameron wants to share the sweets with Sean. Cameron says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
182,sweets,Cameron,Antonio,top,bottom,"It is Cameron's birthday, and their auntie pops in to give her a box of sweets. Cameron puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Cameron's sweet sibling Antonio comes in and asks Cameron: “Where have you put your sweets, in your bottom drawer?” Cameron wants to share the sweets with Antonio. Cameron says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
183,sweets,Cameron,Antonio,bottom,top,"It is Cameron's birthday, and their auntie pops in to give her a box of sweets. Cameron puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Cameron's sweet sibling Antonio comes in and asks Cameron: “Where have you put your sweets, in your top drawer?” Cameron wants to share the sweets with Antonio. Cameron says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
184,candy,Marta,Sean,top,bottom,"It is Marta's birthday, and their auntie pops in to give her a box of candy. Marta puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Marta's sweet sibling Sean comes in and asks Marta: “Where have you put your candy, in your bottom drawer?” Marta wants to share the candy with Sean. Marta says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
185,candy,Marta,Sean,bottom,top,"It is Marta's birthday, and their auntie pops in to give her a box of candy. Marta puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Marta's sweet sibling Sean comes in and asks Marta: “Where have you put your candy, in your top drawer?” Marta wants to share the candy with Sean. Marta says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
186,candy,Marta,Tyler,top,bottom,"It is Marta's birthday, and their auntie pops in to give her a box of candy. Marta puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Marta's sweet sibling Tyler comes in and asks Marta: “Where have you put your candy, in your bottom drawer?” Marta wants to share the candy with Tyler. Marta says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
187,candy,Marta,Tyler,bottom,top,"It is Marta's birthday, and their auntie pops in to give her a box of candy. Marta puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Marta's sweet sibling Tyler comes in and asks Marta: “Where have you put your candy, in your top drawer?” Marta wants to share the candy with Tyler. Marta says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
188,candy,Tyler,Antonio,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's sweet sibling Antonio comes in and asks Tyler: “Where have you put your candy, in your bottom drawer?” Tyler wants to share the candy with Antonio. Tyler says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
189,candy,Tyler,Antonio,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's sweet sibling Antonio comes in and asks Tyler: “Where have you put your candy, in your top drawer?” Tyler wants to share the candy with Antonio. Tyler says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
190,candy,Tyler,Ben,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's sweet sibling Ben comes in and asks Tyler: “Where have you put your candy, in your bottom drawer?” Tyler wants to share the candy with Ben. Tyler says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
191,candy,Tyler,Ben,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's sweet sibling Ben comes in and asks Tyler: “Where have you put your candy, in your top drawer?” Tyler wants to share the candy with Ben. Tyler says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit
192,chocolates,Antonio,Cameron,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of chocolates. Antonio considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Cameron comes in and asks Antonio: “Where have you put your chocolates, in your bottom drawer?” Antonio does not want Cameron to find the chocolates. Antonio says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
193,chocolates,Antonio,Cameron,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of chocolates. Antonio considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Cameron comes in and asks Antonio: “Where have you put your chocolates, in your top drawer?” Antonio does not want Cameron to find the chocolates. Antonio says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
194,chocolates,Antonio,Sean,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of chocolates. Antonio considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Sean comes in and asks Antonio: “Where have you put your chocolates, in your bottom drawer?” Antonio does not want Sean to find the chocolates. Antonio says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
195,chocolates,Antonio,Sean,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of chocolates. Antonio considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Sean comes in and asks Antonio: “Where have you put your chocolates, in your top drawer?” Antonio does not want Sean to find the chocolates. Antonio says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
196,chocolates,Pamela,Emily,top,bottom,"It is Pamela's birthday, and their auntie pops in to give them a box of chocolates. Pamela considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Pamela's greedy sibling Emily comes in and asks Pamela: “Where have you put your chocolates, in your bottom drawer?” Pamela does not want Emily to find the chocolates. Pamela says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
197,chocolates,Pamela,Emily,bottom,top,"It is Pamela's birthday, and their auntie pops in to give them a box of chocolates. Pamela considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Pamela's greedy sibling Emily comes in and asks Pamela: “Where have you put your chocolates, in your top drawer?” Pamela does not want Emily to find the chocolates. Pamela says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
198,chocolates,Pamela,Sean,top,bottom,"It is Pamela's birthday, and their auntie pops in to give them a box of chocolates. Pamela considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Pamela's greedy sibling Sean comes in and asks Pamela: “Where have you put your chocolates, in your bottom drawer?” Pamela does not want Sean to find the chocolates. Pamela says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
199,chocolates,Pamela,Sean,bottom,top,"It is Pamela's birthday, and their auntie pops in to give them a box of chocolates. Pamela considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Pamela's greedy sibling Sean comes in and asks Pamela: “Where have you put your chocolates, in your top drawer?” Pamela does not want Sean to find the chocolates. Pamela says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
200,sweets,James,Lisa,top,bottom,"It is James's birthday, and their auntie pops in to give them a box of sweets. James considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, James's greedy sibling Lisa comes in and asks James: “Where have you put your sweets, in your bottom drawer?” James does not want Lisa to find the sweets. James says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
201,sweets,James,Lisa,bottom,top,"It is James's birthday, and their auntie pops in to give them a box of sweets. James considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, James's greedy sibling Lisa comes in and asks James: “Where have you put your sweets, in your top drawer?” James does not want Lisa to find the sweets. James says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
202,sweets,James,Antonio,top,bottom,"It is James's birthday, and their auntie pops in to give them a box of sweets. James considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, James's greedy sibling Antonio comes in and asks James: “Where have you put your sweets, in your bottom drawer?” James does not want Antonio to find the sweets. James says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
203,sweets,James,Antonio,bottom,top,"It is James's birthday, and their auntie pops in to give them a box of sweets. James considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, James's greedy sibling Antonio comes in and asks James: “Where have you put your sweets, in your top drawer?” James does not want Antonio to find the sweets. James says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
204,sweets,Ben,Sonja,top,bottom,"It is Ben's birthday, and their auntie pops in to give them a box of sweets. Ben considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Ben's greedy sibling Sonja comes in and asks Ben: “Where have you put your sweets, in your bottom drawer?” Ben does not want Sonja to find the sweets. Ben says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
205,sweets,Ben,Sonja,bottom,top,"It is Ben's birthday, and their auntie pops in to give them a box of sweets. Ben considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Ben's greedy sibling Sonja comes in and asks Ben: “Where have you put your sweets, in your top drawer?” Ben does not want Sonja to find the sweets. Ben says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
206,sweets,Ben,Cameron,top,bottom,"It is Ben's birthday, and their auntie pops in to give them a box of sweets. Ben considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Ben's greedy sibling Cameron comes in and asks Ben: “Where have you put your sweets, in your bottom drawer?” Ben does not want Cameron to find the sweets. Ben says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
207,sweets,Ben,Cameron,bottom,top,"It is Ben's birthday, and their auntie pops in to give them a box of sweets. Ben considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Ben's greedy sibling Cameron comes in and asks Ben: “Where have you put your sweets, in your top drawer?” Ben does not want Cameron to find the sweets. Ben says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
