,item,a,b,start,end,passage,condition,first_mention,mentions_start,mentions_end,stim_number,knowledge_cue
530,book,Pamela,Antonio,table,desk,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the table. Antonio comes into the room. Antonio moves the book from the table to a desk. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
531,book,Pamela,Antonio,desk,table,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the desk. Antonio comes into the room. Antonio moves the book from the desk to a table. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
532,book,Pamela,Antonio,desk,bed,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the desk. Antonio comes into the room. Antonio moves the book from the desk to a bed. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
533,book,Pamela,Antonio,bed,desk,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the bed. Antonio comes into the room. Antonio moves the book from the bed to a desk. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
534,book,Pamela,Ben,bed,table,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the bed. Ben comes into the room. Ben moves the book from the bed to a table. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
535,book,Pamela,Ben,table,bed,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the table. Ben comes into the room. Ben moves the book from the table to a bed. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
536,book,Pamela,Ben,table,desk,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the table. Ben comes into the room. Ben moves the book from the table to a desk. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
537,book,Pamela,Ben,desk,table,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the desk. Ben comes into the room. Ben moves the book from the desk to a table. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
538,book,Pamela,Ben,desk,bed,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the desk. Ben comes into the room. Ben moves the book from the desk to a bed. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
539,book,Pamela,Ben,bed,desk,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the bed. Ben comes into the room. Ben moves the book from the bed to a desk. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
540,book,Tyler,Sonja,bed,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Sonja comes into the room. Sonja moves the book from the bed to a table. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
541,book,Tyler,Sonja,table,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Sonja comes into the room. Sonja moves the book from the table to a bed. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
542,book,Tyler,Sonja,table,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Sonja comes into the room. Sonja moves the book from the table to a desk. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
543,book,Tyler,Sonja,desk,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Sonja comes into the room. Sonja moves the book from the desk to a table. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
544,book,Tyler,Sonja,desk,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Sonja comes into the room. Sonja moves the book from the desk to a bed. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
545,book,Tyler,Sonja,bed,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Sonja comes into the room. Sonja moves the book from the bed to a desk. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
546,book,Tyler,Marta,bed,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Marta comes into the room. Marta moves the book from the bed to a table. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
547,book,Tyler,Marta,table,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Marta comes into the room. Marta moves the book from the table to a bed. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
548,book,Tyler,Marta,table,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Marta comes into the room. Marta moves the book from the table to a desk. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
549,book,Tyler,Marta,desk,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Marta comes into the room. Marta moves the book from the desk to a table. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
550,book,Tyler,Marta,desk,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Marta comes into the room. Marta moves the book from the desk to a bed. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
551,book,Tyler,Marta,bed,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Marta comes into the room. Marta moves the book from the bed to a desk. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit
552,magazine,Lisa,Ben,bed,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Ben comes into the room. Ben moves the magazine from the bed to a table. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
553,magazine,Lisa,Ben,table,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Ben comes into the room. Ben moves the magazine from the table to a bed. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
554,magazine,Lisa,Ben,table,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Ben comes into the room. Ben moves the magazine from the table to a desk. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
555,magazine,Lisa,Ben,desk,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Ben comes into the room. Ben moves the magazine from the desk to a table. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
556,magazine,Lisa,Ben,desk,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Ben comes into the room. Ben moves the magazine from the desk to a bed. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
557,magazine,Lisa,Ben,bed,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Ben comes into the room. Ben moves the magazine from the bed to a desk. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
558,magazine,Lisa,Cameron,bed,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Cameron comes into the room. Cameron moves the magazine from the bed to a table. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
559,magazine,Lisa,Cameron,table,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Cameron comes into the room. Cameron moves the magazine from the table to a bed. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
560,magazine,Lisa,Cameron,table,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Cameron comes into the room. Cameron moves the magazine from the table to a desk. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
561,magazine,Lisa,Cameron,desk,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Cameron comes into the room. Cameron moves the magazine from the desk to a table. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
562,magazine,Lisa,Cameron,desk,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Cameron comes into the room. Cameron moves the magazine from the desk to a bed. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
563,magazine,Lisa,Cameron,bed,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Cameron comes into the room. Cameron moves the magazine from the bed to a desk. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
564,magazine,James,Tyler,bed,table,"James is reading a magazine. When James is done, James puts the magazine on the bed. Tyler comes into the room. Tyler moves the magazine from the bed to a table. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
565,magazine,James,Tyler,table,bed,"James is reading a magazine. When James is done, James puts the magazine on the table. Tyler comes into the room. Tyler moves the magazine from the table to a bed. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
566,magazine,James,Tyler,table,desk,"James is reading a magazine. When James is done, James puts the magazine on the table. Tyler comes into the room. Tyler moves the magazine from the table to a desk. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
567,magazine,James,Tyler,desk,table,"James is reading a magazine. When James is done, James puts the magazine on the desk. Tyler comes into the room. Tyler moves the magazine from the desk to a table. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
568,magazine,James,Tyler,desk,bed,"James is reading a magazine. When James is done, James puts the magazine on the desk. Tyler comes into the room. Tyler moves the magazine from the desk to a bed. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
569,magazine,James,Tyler,bed,desk,"James is reading a magazine. When James is done, James puts the magazine on the bed. Tyler comes into the room. Tyler moves the magazine from the bed to a desk. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
570,magazine,James,Marta,bed,table,"James is reading a magazine. When James is done, James puts the magazine on the bed. Marta comes into the room. Marta moves the magazine from the bed to a table. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
571,magazine,James,Marta,table,bed,"James is reading a magazine. When James is done, James puts the magazine on the table. Marta comes into the room. Marta moves the magazine from the table to a bed. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
572,magazine,James,Marta,table,desk,"James is reading a magazine. When James is done, James puts the magazine on the table. Marta comes into the room. Marta moves the magazine from the table to a desk. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
573,magazine,James,Marta,desk,table,"James is reading a magazine. When James is done, James puts the magazine on the desk. Marta comes into the room. Marta moves the magazine from the desk to a table. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
574,magazine,James,Marta,desk,bed,"James is reading a magazine. When James is done, James puts the magazine on the desk. Marta comes into the room. Marta moves the magazine from the desk to a bed. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
575,magazine,James,Marta,bed,desk,"James is reading a magazine. When James is done, James puts the magazine on the bed. Marta comes into the room. Marta moves the magazine from the bed to a desk. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit
576,book,Sonja,Pamela,bed,table,"Sonja is reading a book near the table. When Sonja is done, Sonja puts the book on the bed. Sonja leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the bed to a table. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
577,book,Sonja,Pamela,table,bed,"Sonja is reading a book near the bed. When Sonja is done, Sonja puts the book on the table. Sonja leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the table to a bed. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
578,book,Sonja,Pamela,table,desk,"Sonja is reading a book near the desk. When Sonja is done, Sonja puts the book on the table. Sonja leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the table to a desk. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
579,book,Sonja,Pamela,desk,table,"Sonja is reading a book near the table. When Sonja is done, Sonja puts the book on the desk. Sonja leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the desk to a table. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
580,book,Sonja,Pamela,desk,bed,"Sonja is reading a book near the bed. When Sonja is done, Sonja puts the book on the desk. Sonja leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the desk to a bed. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
581,book,Sonja,Pamela,bed,desk,"Sonja is reading a book near the desk. When Sonja is done, Sonja puts the book on the bed. Sonja leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the bed to a desk. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
582,book,Sonja,Antonio,bed,table,"Sonja is reading a book near the table. When Sonja is done, Sonja puts the book on the bed. Sonja leaves to get something to eat in the kitchen. Antonio comes in and moves the book from the bed to a table. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
583,book,Sonja,Antonio,table,bed,"Sonja is reading a book near the bed. When Sonja is done, Sonja puts the book on the table. Sonja leaves to get something to eat in the kitchen. Antonio comes in and moves the book from the table to a bed. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
584,book,Sonja,Antonio,table,desk,"Sonja is reading a book near the desk. When Sonja is done, Sonja puts the book on the table. Sonja leaves to get something to eat in the kitchen. Antonio comes in and moves the book from the table to a desk. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
585,book,Sonja,Antonio,desk,table,"Sonja is reading a book near the table. When Sonja is done, Sonja puts the book on the desk. Sonja leaves to get something to eat in the kitchen. Antonio comes in and moves the book from the desk to a table. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
586,book,Sonja,Antonio,desk,bed,"Sonja is reading a book near the bed. When Sonja is done, Sonja puts the book on the desk. Sonja leaves to get something to eat in the kitchen. Antonio comes in and moves the book from the desk to a bed. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
587,book,Sonja,Antonio,bed,desk,"Sonja is reading a book near the desk. When Sonja is done, Sonja puts the book on the bed. Sonja leaves to get something to eat in the kitchen. Antonio comes in and moves the book from the bed to a desk. Then Sonja comes back into the room. Sonja looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
588,book,Ben,Cameron,bed,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Cameron comes in and moves the book from the bed to a table. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
589,book,Ben,Cameron,table,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Cameron comes in and moves the book from the table to a bed. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
590,book,Ben,Cameron,table,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Cameron comes in and moves the book from the table to a desk. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
591,book,Ben,Cameron,desk,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Cameron comes in and moves the book from the desk to a table. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
592,book,Ben,Cameron,desk,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Cameron comes in and moves the book from the desk to a bed. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
593,book,Ben,Cameron,bed,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Cameron comes in and moves the book from the bed to a desk. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
594,book,Ben,Tyler,bed,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Tyler comes in and moves the book from the bed to a table. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
595,book,Ben,Tyler,table,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Tyler comes in and moves the book from the table to a bed. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
596,book,Ben,Tyler,table,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the table. Ben leaves to get something to eat in the kitchen. Tyler comes in and moves the book from the table to a desk. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
597,book,Ben,Tyler,desk,table,"Ben is reading a book near the table. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Tyler comes in and moves the book from the desk to a table. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
598,book,Ben,Tyler,desk,bed,"Ben is reading a book near the bed. When Ben is done, Ben puts the book on the desk. Ben leaves to get something to eat in the kitchen. Tyler comes in and moves the book from the desk to a bed. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
599,book,Ben,Tyler,bed,desk,"Ben is reading a book near the desk. When Ben is done, Ben puts the book on the bed. Ben leaves to get something to eat in the kitchen. Tyler comes in and moves the book from the bed to a desk. Then Ben comes back into the room. Ben looks for the book on the [MASK] .",False belief,End,2,2,1,Implicit
600,magazine,Sonja,Marta,bed,table,"Sonja is reading a magazine near the table. When Sonja is done, Sonja puts the magazine on the bed. Sonja leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the bed to a table. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
601,magazine,Sonja,Marta,table,bed,"Sonja is reading a magazine near the bed. When Sonja is done, Sonja puts the magazine on the table. Sonja leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the table to a bed. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
602,magazine,Sonja,Marta,table,desk,"Sonja is reading a magazine near the desk. When Sonja is done, Sonja puts the magazine on the table. Sonja leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the table to a desk. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
603,magazine,Sonja,Marta,desk,table,"Sonja is reading a magazine near the table. When Sonja is done, Sonja puts the magazine on the desk. Sonja leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the desk to a table. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
604,magazine,Sonja,Marta,desk,bed,"Sonja is reading a magazine near the bed. When Sonja is done, Sonja puts the magazine on the desk. Sonja leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the desk to a bed. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
605,magazine,Sonja,Marta,bed,desk,"Sonja is reading a magazine near the desk. When Sonja is done, Sonja puts the magazine on the bed. Sonja leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the bed to a desk. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
606,magazine,Sonja,James,bed,table,"Sonja is reading a magazine near the table. When Sonja is done, Sonja puts the magazine on the bed. Sonja leaves to get something to eat in the kitchen. James comes in and moves the magazine from the bed to a table. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
607,magazine,Sonja,James,table,bed,"Sonja is reading a magazine near the bed. When Sonja is done, Sonja puts the magazine on the table. Sonja leaves to get something to eat in the kitchen. James comes in and moves the magazine from the table to a bed. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
608,magazine,Sonja,James,table,desk,"Sonja is reading a magazine near the desk. When Sonja is done, Sonja puts the magazine on the table. Sonja leaves to get something to eat in the kitchen. James comes in and moves the magazine from the table to a desk. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
609,magazine,Sonja,James,desk,table,"Sonja is reading a magazine near the table. When Sonja is done, Sonja puts the magazine on the desk. Sonja leaves to get something to eat in the kitchen. James comes in and moves the magazine from the desk to a table. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
610,magazine,Sonja,James,desk,bed,"Sonja is reading a magazine near the bed. When Sonja is done, Sonja puts the magazine on the desk. Sonja leaves to get something to eat in the kitchen. James comes in and moves the magazine from the desk to a bed. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
611,magazine,Sonja,James,bed,desk,"Sonja is reading a magazine near the desk. When Sonja is done, Sonja puts the magazine on the bed. Sonja leaves to get something to eat in the kitchen. James comes in and moves the magazine from the bed to a desk. Then Sonja comes back into the room. Sonja looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
612,magazine,James,Sonja,bed,table,"James is reading a magazine near the table. When James is done, James puts the magazine on the bed. James leaves to get something to eat in the kitchen. Sonja comes in and moves the magazine from the bed to a table. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
613,magazine,James,Sonja,table,bed,"James is reading a magazine near the bed. When James is done, James puts the magazine on the table. James leaves to get something to eat in the kitchen. Sonja comes in and moves the magazine from the table to a bed. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
614,magazine,James,Sonja,table,desk,"James is reading a magazine near the desk. When James is done, James puts the magazine on the table. James leaves to get something to eat in the kitchen. Sonja comes in and moves the magazine from the table to a desk. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
615,magazine,James,Sonja,desk,table,"James is reading a magazine near the table. When James is done, James puts the magazine on the desk. James leaves to get something to eat in the kitchen. Sonja comes in and moves the magazine from the desk to a table. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
616,magazine,James,Sonja,desk,bed,"James is reading a magazine near the bed. When James is done, James puts the magazine on the desk. James leaves to get something to eat in the kitchen. Sonja comes in and moves the magazine from the desk to a bed. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
617,magazine,James,Sonja,bed,desk,"James is reading a magazine near the desk. When James is done, James puts the magazine on the bed. James leaves to get something to eat in the kitchen. Sonja comes in and moves the magazine from the bed to a desk. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
618,magazine,James,Antonio,bed,table,"James is reading a magazine near the table. When James is done, James puts the magazine on the bed. James leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine from the bed to a table. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
619,magazine,James,Antonio,table,bed,"James is reading a magazine near the bed. When James is done, James puts the magazine on the table. James leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine from the table to a bed. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
620,magazine,James,Antonio,table,desk,"James is reading a magazine near the desk. When James is done, James puts the magazine on the table. James leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine from the table to a desk. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
621,magazine,James,Antonio,desk,table,"James is reading a magazine near the table. When James is done, James puts the magazine on the desk. James leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine from the desk to a table. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
622,magazine,James,Antonio,desk,bed,"James is reading a magazine near the bed. When James is done, James puts the magazine on the desk. James leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine from the desk to a bed. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
623,magazine,James,Antonio,bed,desk,"James is reading a magazine near the desk. When James is done, James puts the magazine on the bed. James leaves to get something to eat in the kitchen. Antonio comes in and moves the magazine from the bed to a desk. Then James comes back into the room. James looks for the magazine on the [MASK] .",False belief,End,2,2,1,Implicit
624,book,Emily,Pamela,bed,table,"Emily is reading a book near the table. When Emily is done, Emily puts the book on the bed. Pamela comes into the room. Pamela moves the book from the bed to a table. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
625,book,Emily,Pamela,table,bed,"Emily is reading a book near the bed. When Emily is done, Emily puts the book on the table. Pamela comes into the room. Pamela moves the book from the table to a bed. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
626,book,Emily,Pamela,table,desk,"Emily is reading a book near the desk. When Emily is done, Emily puts the book on the table. Pamela comes into the room. Pamela moves the book from the table to a desk. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
627,book,Emily,Pamela,desk,table,"Emily is reading a book near the table. When Emily is done, Emily puts the book on the desk. Pamela comes into the room. Pamela moves the book from the desk to a table. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
628,book,Emily,Pamela,desk,bed,"Emily is reading a book near the bed. When Emily is done, Emily puts the book on the desk. Pamela comes into the room. Pamela moves the book from the desk to a bed. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
629,book,Emily,Pamela,bed,desk,"Emily is reading a book near the desk. When Emily is done, Emily puts the book on the bed. Pamela comes into the room. Pamela moves the book from the bed to a desk. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
630,book,Emily,Marta,bed,table,"Emily is reading a book near the table. When Emily is done, Emily puts the book on the bed. Marta comes into the room. Marta moves the book from the bed to a table. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
631,book,Emily,Marta,table,bed,"Emily is reading a book near the bed. When Emily is done, Emily puts the book on the table. Marta comes into the room. Marta moves the book from the table to a bed. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
632,book,Emily,Marta,table,desk,"Emily is reading a book near the desk. When Emily is done, Emily puts the book on the table. Marta comes into the room. Marta moves the book from the table to a desk. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
633,book,Emily,Marta,desk,table,"Emily is reading a book near the table. When Emily is done, Emily puts the book on the desk. Marta comes into the room. Marta moves the book from the desk to a table. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
634,book,Emily,Marta,desk,bed,"Emily is reading a book near the bed. When Emily is done, Emily puts the book on the desk. Marta comes into the room. Marta moves the book from the desk to a bed. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
635,book,Emily,Marta,bed,desk,"Emily is reading a book near the desk. When Emily is done, Emily puts the book on the bed. Marta comes into the room. Marta moves the book from the bed to a desk. Emily looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
636,book,James,Emily,bed,table,"James is reading a book near the table. When James is done, James puts the book on the bed. Emily comes into the room. Emily moves the book from the bed to a table. James looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
637,book,James,Emily,table,bed,"James is reading a book near the bed. When James is done, James puts the book on the table. Emily comes into the room. Emily moves the book from the table to a bed. James looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
638,book,James,Emily,table,desk,"James is reading a book near the desk. When James is done, James puts the book on the table. Emily comes into the room. Emily moves the book from the table to a desk. James looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
639,book,James,Emily,desk,table,"James is reading a book near the table. When James is done, James puts the book on the desk. Emily comes into the room. Emily moves the book from the desk to a table. James looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
640,book,James,Emily,desk,bed,"James is reading a book near the bed. When James is done, James puts the book on the desk. Emily comes into the room. Emily moves the book from the desk to a bed. James looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
641,book,James,Emily,bed,desk,"James is reading a book near the desk. When James is done, James puts the book on the bed. Emily comes into the room. Emily moves the book from the bed to a desk. James looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
642,book,James,Cameron,bed,table,"James is reading a book near the table. When James is done, James puts the book on the bed. Cameron comes into the room. Cameron moves the book from the bed to a table. James looks for the book on the [MASK] .",True belief,End,2,2,1,Implicit
