,Item,Condition,Condition code,Scenario,Modified,First_mention,Recent_mention,prior_mentions_start,prior_mentions_end,num_sentences
1274,64,3,FB-C,"Andrew and Natalie brought the new bicycle home and put it in the shed.  While Andrew was sidetracked, Natalie moved the bicycle to the yard. Andrew was near the yard. When Andrew wanted to try out the bicycle he looked in the shed.",Yes,Start,End,1,2,4
1275,64,4,FB-IC,"Andrew and Natalie brought the new bicycle home and put it in the shed.  While Andrew was sidetracked, Natalie moved the bicycle to the yard. When Andrew wanted to try out the bicycle he looked in the yard.",No,Start,End,1,1,3
1276,64,4,FB-IC,"Andrew passed by the yard. Andrew and Natalie brought the new bicycle home and put it in the shed.  While Andrew was sidetracked, Natalie moved the bicycle to the yard. When Andrew wanted to try out the bicycle he looked in the yard.",Yes,End,End,1,2,4
1277,64,4,FB-IC,"Andrew passed by the shed. Andrew and Natalie brought the new bicycle home and put it in the shed.  While Andrew was sidetracked, Natalie moved the bicycle to the yard. When Andrew wanted to try out the bicycle he looked in the yard.",Yes,Start,End,2,1,4
1278,64,4,FB-IC,"Andrew and Natalie brought the new bicycle home and put it in the shed.  While Andrew was sidetracked, Natalie moved the bicycle to the yard. Andrew was near the shed. When Andrew wanted to try out the bicycle he looked in the yard.",Yes,Start,Start,2,1,4
1279,64,4,FB-IC,"Andrew and Natalie brought the new bicycle home and put it in the shed.  While Andrew was sidetracked, Natalie moved the bicycle to the yard. Andrew was near the yard. When Andrew wanted to try out the bicycle he looked in the yard.",Yes,Start,End,1,2,4
1280,65,1,TB-C,"Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the greenhouse.",No,Start,End,1,1,3
1281,65,1,TB-C,"Leila passed by the greenhouse. Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the greenhouse.",Yes,End,End,1,2,4
1282,65,1,TB-C,"Leila passed by the garage. Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the greenhouse.",Yes,Start,End,2,1,4
1283,65,1,TB-C,"Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. Leila was near the garage. When Leila wanted to use the watering can she looked in the greenhouse.",Yes,Start,Start,2,1,4
1284,65,1,TB-C,"Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. Leila was near the greenhouse. When Leila wanted to use the watering can she looked in the greenhouse.",Yes,Start,End,1,2,4
1285,65,2,TB-IC,"Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the garage.",No,Start,End,1,1,3
1286,65,2,TB-IC,"Leila passed by the greenhouse. Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the garage.",Yes,End,End,1,2,4
1287,65,2,TB-IC,"Leila passed by the garage. Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the garage.",Yes,Start,End,2,1,4
1288,65,2,TB-IC,"Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. Leila was near the garage. When Leila wanted to use the watering can she looked in the garage.",Yes,Start,Start,2,1,4
1289,65,2,TB-IC,"Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. Leila was near the greenhouse. When Leila wanted to use the watering can she looked in the garage.",Yes,Start,End,1,2,4
1290,65,3,FB-C,"Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the garage.",No,Start,End,1,1,3
1291,65,3,FB-C,"Leila passed by the greenhouse. Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the garage.",Yes,End,End,1,2,4
1292,65,3,FB-C,"Leila passed by the garage. Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the garage.",Yes,Start,End,2,1,4
1293,65,3,FB-C,"Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. Leila was near the garage. When Leila wanted to use the watering can she looked in the garage.",Yes,Start,Start,2,1,4
1294,65,3,FB-C,"Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. Leila was near the greenhouse. When Leila wanted to use the watering can she looked in the garage.",Yes,Start,End,1,2,4
1295,65,4,FB-IC,"Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the greenhouse.",No,Start,End,1,1,3
1296,65,4,FB-IC,"Leila passed by the greenhouse. Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the greenhouse.",Yes,End,End,1,2,4
1297,65,4,FB-IC,"Leila passed by the garage. Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the greenhouse.",Yes,Start,End,2,1,4
1298,65,4,FB-IC,"Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. Leila was near the garage. When Leila wanted to use the watering can she looked in the greenhouse.",Yes,Start,Start,2,1,4
1299,65,4,FB-IC,"Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. Leila was near the greenhouse. When Leila wanted to use the watering can she looked in the greenhouse.",Yes,Start,End,1,2,4
1300,66,1,TB-C,"Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. When Carla wanted to look at the CD she looked in the stereo.",No,Start,End,1,1,3
1301,66,1,TB-C,"Carla passed by the stereo. Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. When Carla wanted to look at the CD she looked in the stereo.",Yes,End,End,1,2,4
1302,66,1,TB-C,"Carla passed by the rack. Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. When Carla wanted to look at the CD she looked in the stereo.",Yes,Start,End,2,1,4
1303,66,1,TB-C,"Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. Carla was near the rack. When Carla wanted to look at the CD she looked in the stereo.",Yes,Start,Start,2,1,4
1304,66,1,TB-C,"Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. Carla was near the stereo. When Carla wanted to look at the CD she looked in the stereo.",Yes,Start,End,1,2,4
1305,66,2,TB-IC,"Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. When Carla wanted to look at the CD she looked in the rack.",No,Start,End,1,1,3
1306,66,2,TB-IC,"Carla passed by the stereo. Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. When Carla wanted to look at the CD she looked in the rack.",Yes,End,End,1,2,4
1307,66,2,TB-IC,"Carla passed by the rack. Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. When Carla wanted to look at the CD she looked in the rack.",Yes,Start,End,2,1,4
1308,66,2,TB-IC,"Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. Carla was near the rack. When Carla wanted to look at the CD she looked in the rack.",Yes,Start,Start,2,1,4
1309,66,2,TB-IC,"Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. Carla was near the stereo. When Carla wanted to look at the CD she looked in the rack.",Yes,Start,End,1,2,4
1310,66,3,FB-C,"Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. When Carla wanted to look at the CD she looked in the rack.",No,Start,End,1,1,3
1311,66,3,FB-C,"Carla passed by the stereo. Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. When Carla wanted to look at the CD she looked in the rack.",Yes,End,End,1,2,4
1312,66,3,FB-C,"Carla passed by the rack. Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. When Carla wanted to look at the CD she looked in the rack.",Yes,Start,End,2,1,4
1313,66,3,FB-C,"Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. Carla was near the rack. When Carla wanted to look at the CD she looked in the rack.",Yes,Start,Start,2,1,4
1314,66,3,FB-C,"Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. Carla was near the stereo. When Carla wanted to look at the CD she looked in the rack.",Yes,Start,End,1,2,4
1315,66,4,FB-IC,"Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. When Carla wanted to look at the CD she looked in the stereo.",No,Start,End,1,1,3
1316,66,4,FB-IC,"Carla passed by the stereo. Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. When Carla wanted to look at the CD she looked in the stereo.",Yes,End,End,1,2,4
1317,66,4,FB-IC,"Carla passed by the rack. Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. When Carla wanted to look at the CD she looked in the stereo.",Yes,Start,End,2,1,4
1318,66,4,FB-IC,"Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. Carla was near the rack. When Carla wanted to look at the CD she looked in the stereo.",Yes,Start,Start,2,1,4
1319,66,4,FB-IC,"Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. Carla was near the stereo. When Carla wanted to look at the CD she looked in the stereo.",Yes,Start,End,1,2,4
1320,67,1,TB-C,"Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the table.",No,Start,End,1,1,3
1321,67,1,TB-C,"Mark passed by the table. Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the table.",Yes,End,End,1,2,4
1322,67,1,TB-C,"Mark passed by the stool. Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the table.",Yes,Start,End,2,1,4
1323,67,1,TB-C,"Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. Mark was near the stool. When Mark wanted to drink his pint of lager he looked on the table.",Yes,Start,Start,2,1,4
1324,67,1,TB-C,"Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. Mark was near the table. When Mark wanted to drink his pint of lager he looked on the table.",Yes,Start,End,1,2,4
1325,67,2,TB-IC,"Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the stool.",No,Start,End,1,1,3
1326,67,2,TB-IC,"Mark passed by the table. Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the stool.",Yes,End,End,1,2,4
1327,67,2,TB-IC,"Mark passed by the stool. Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the stool.",Yes,Start,End,2,1,4
1328,67,2,TB-IC,"Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. Mark was near the stool. When Mark wanted to drink his pint of lager he looked on the stool.",Yes,Start,Start,2,1,4
1329,67,2,TB-IC,"Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. Mark was near the table. When Mark wanted to drink his pint of lager he looked on the stool.",Yes,Start,End,1,2,4
1330,67,3,FB-C,"Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the stool.",No,Start,End,1,1,3
1331,67,3,FB-C,"Mark passed by the table. Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the stool.",Yes,End,End,1,2,4
1332,67,3,FB-C,"Mark passed by the stool. Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the stool.",Yes,Start,End,2,1,4
1333,67,3,FB-C,"Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. Mark was near the stool. When Mark wanted to drink his pint of lager he looked on the stool.",Yes,Start,Start,2,1,4
1334,67,3,FB-C,"Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. Mark was near the table. When Mark wanted to drink his pint of lager he looked on the stool.",Yes,Start,End,1,2,4
1335,67,4,FB-IC,"Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the table.",No,Start,End,1,1,3
1336,67,4,FB-IC,"Mark passed by the table. Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the table.",Yes,End,End,1,2,4
1337,67,4,FB-IC,"Mark passed by the stool. Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the table.",Yes,Start,End,2,1,4
1338,67,4,FB-IC,"Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. Mark was near the stool. When Mark wanted to drink his pint of lager he looked on the table.",Yes,Start,Start,2,1,4
1339,67,4,FB-IC,"Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. Mark was near the table. When Mark wanted to drink his pint of lager he looked on the table.",Yes,Start,End,1,2,4
1340,68,1,TB-C,"Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. When Cheryl wanted to use her towel she looked on the chair.",No,Start,End,1,1,3
1341,68,1,TB-C,"Cheryl passed by the chair. Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. When Cheryl wanted to use her towel she looked on the chair.",Yes,End,End,1,2,4
1342,68,1,TB-C,"Cheryl passed by the floor. Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. When Cheryl wanted to use her towel she looked on the chair.",Yes,Start,End,2,1,4
1343,68,1,TB-C,"Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. Cheryl was near the floor. When Cheryl wanted to use her towel she looked on the chair.",Yes,Start,Start,2,1,4
1344,68,1,TB-C,"Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. Cheryl was near the chair. When Cheryl wanted to use her towel she looked on the chair.",Yes,Start,End,1,2,4
1345,68,2,TB-IC,"Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. When Cheryl wanted to use her towel she looked on the floor.",No,Start,End,1,1,3
1346,68,2,TB-IC,"Cheryl passed by the chair. Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. When Cheryl wanted to use her towel she looked on the floor.",Yes,End,End,1,2,4
1347,68,2,TB-IC,"Cheryl passed by the floor. Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. When Cheryl wanted to use her towel she looked on the floor.",Yes,Start,End,2,1,4
1348,68,2,TB-IC,"Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. Cheryl was near the floor. When Cheryl wanted to use her towel she looked on the floor.",Yes,Start,Start,2,1,4
1349,68,2,TB-IC,"Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. Cheryl was near the chair. When Cheryl wanted to use her towel she looked on the floor.",Yes,Start,End,1,2,4
1350,68,3,FB-C,"Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. When Cheryl wanted to use her towel she looked on the floor.",No,Start,End,1,1,3
1351,68,3,FB-C,"Cheryl passed by the chair. Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. When Cheryl wanted to use her towel she looked on the floor.",Yes,End,End,1,2,4
1352,68,3,FB-C,"Cheryl passed by the floor. Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. When Cheryl wanted to use her towel she looked on the floor.",Yes,Start,End,2,1,4
1353,68,3,FB-C,"Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. Cheryl was near the floor. When Cheryl wanted to use her towel she looked on the floor.",Yes,Start,Start,2,1,4
1354,68,3,FB-C,"Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. Cheryl was near the chair. When Cheryl wanted to use her towel she looked on the floor.",Yes,Start,End,1,2,4
1355,68,4,FB-IC,"Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. When Cheryl wanted to use her towel she looked on the chair.",No,Start,End,1,1,3
1356,68,4,FB-IC,"Cheryl passed by the chair. Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. When Cheryl wanted to use her towel she looked on the chair.",Yes,End,End,1,2,4
1357,68,4,FB-IC,"Cheryl passed by the floor. Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. When Cheryl wanted to use her towel she looked on the chair.",Yes,Start,End,2,1,4
1358,68,4,FB-IC,"Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. Cheryl was near the floor. When Cheryl wanted to use her towel she looked on the chair.",Yes,Start,Start,2,1,4
1359,68,4,FB-IC,"Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. Cheryl was near the chair. When Cheryl wanted to use her towel she looked on the chair.",Yes,Start,End,1,2,4
1360,69,1,TB-C,"Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the fridge.",No,Start,End,1,1,3
1361,69,1,TB-C,"Nadine passed by the fridge. Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the fridge.",Yes,End,End,1,2,4
1362,69,1,TB-C,"Nadine passed by the handbag. Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the fridge.",Yes,Start,End,2,1,4
1363,69,1,TB-C,"Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge. Nadine was near the handbag.   When Nadine wanted her sandwiches she looked in the fridge.",Yes,Start,Start,2,1,4
1364,69,1,TB-C,"Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge. Nadine was near the fridge.   When Nadine wanted her sandwiches she looked in the fridge.",Yes,Start,End,1,2,4
1365,69,2,TB-IC,"Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the handbag.",No,Start,End,1,1,3
1366,69,2,TB-IC,"Nadine passed by the fridge. Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the handbag.",Yes,End,End,1,2,4
1367,69,2,TB-IC,"Nadine passed by the handbag. Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the handbag.",Yes,Start,End,2,1,4
1368,69,2,TB-IC,"Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge. Nadine was near the handbag.   When Nadine wanted her sandwiches she looked in the handbag.",Yes,Start,Start,2,1,4
1369,69,2,TB-IC,"Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge. Nadine was near the fridge.   When Nadine wanted her sandwiches she looked in the handbag.",Yes,Start,End,1,2,4
1370,69,3,FB-C,"Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the handbag.",No,Start,End,1,1,3
1371,69,3,FB-C,"Nadine passed by the fridge. Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the handbag.",Yes,End,End,1,2,4
1372,69,3,FB-C,"Nadine passed by the handbag. Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the handbag.",Yes,Start,End,2,1,4
1373,69,3,FB-C,"Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge. Nadine was near the handbag.   When Nadine wanted her sandwiches she looked in the handbag.",Yes,Start,Start,2,1,4
1374,69,3,FB-C,"Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge. Nadine was near the fridge.   When Nadine wanted her sandwiches she looked in the handbag.",Yes,Start,End,1,2,4
1375,69,4,FB-IC,"Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the fridge.",No,Start,End,1,1,3
1376,69,4,FB-IC,"Nadine passed by the fridge. Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the fridge.",Yes,End,End,1,2,4
1377,69,4,FB-IC,"Nadine passed by the handbag. Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the fridge.",Yes,Start,End,2,1,4
1378,69,4,FB-IC,"Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge. Nadine was near the handbag.   When Nadine wanted her sandwiches she looked in the fridge.",Yes,Start,Start,2,1,4
1379,69,4,FB-IC,"Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge. Nadine was near the fridge.   When Nadine wanted her sandwiches she looked in the fridge.",Yes,Start,End,1,2,4
1380,70,1,TB-C,"Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the bath.",No,Start,End,1,1,3
1381,70,1,TB-C,"Robbie passed by the bath. Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the bath.",Yes,End,End,1,2,4
1382,70,1,TB-C,"Robbie passed by the basket. Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the bath.",Yes,Start,End,2,1,4
1383,70,1,TB-C,"Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. Robbie was near the basket. When Robbie wanted to retrieve his bow tie he looked in the bath.",Yes,Start,Start,2,1,4
1384,70,1,TB-C,"Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. Robbie was near the bath. When Robbie wanted to retrieve his bow tie he looked in the bath.",Yes,Start,End,1,2,4
1385,70,2,TB-IC,"Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the basket.",No,Start,End,1,1,3
1386,70,2,TB-IC,"Robbie passed by the bath. Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the basket.",Yes,End,End,1,2,4
1387,70,2,TB-IC,"Robbie passed by the basket. Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the basket.",Yes,Start,End,2,1,4
1388,70,2,TB-IC,"Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. Robbie was near the basket. When Robbie wanted to retrieve his bow tie he looked in the basket.",Yes,Start,Start,2,1,4
1389,70,2,TB-IC,"Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. Robbie was near the bath. When Robbie wanted to retrieve his bow tie he looked in the basket.",Yes,Start,End,1,2,4
1390,70,3,FB-C,"Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the basket.",No,Start,End,1,1,3
1391,70,3,FB-C,"Robbie passed by the bath. Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the basket.",Yes,End,End,1,2,4
1392,70,3,FB-C,"Robbie passed by the basket. Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the basket.",Yes,Start,End,2,1,4
1393,70,3,FB-C,"Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. Robbie was near the basket. When Robbie wanted to retrieve his bow tie he looked in the basket.",Yes,Start,Start,2,1,4
1394,70,3,FB-C,"Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. Robbie was near the bath. When Robbie wanted to retrieve his bow tie he looked in the basket.",Yes,Start,End,1,2,4
1395,70,4,FB-IC,"Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the bath.",No,Start,End,1,1,3
1396,70,4,FB-IC,"Robbie passed by the bath. Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the bath.",Yes,End,End,1,2,4
1397,70,4,FB-IC,"Robbie passed by the basket. Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the bath.",Yes,Start,End,2,1,4
1398,70,4,FB-IC,"Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. Robbie was near the basket. When Robbie wanted to retrieve his bow tie he looked in the bath.",Yes,Start,Start,2,1,4
1399,70,4,FB-IC,"Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. Robbie was near the bath. When Robbie wanted to retrieve his bow tie he looked in the bath.",Yes,Start,End,1,2,4
1400,71,1,TB-C,"Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the kitchen.",No,Start,End,1,1,3
