,Unnamed: 0,item,a,b,start,end,passage,condition,first_mention,mentions_start,mentions_end,stim_number,knowledge_cue,log_odds
474,474,magazine,Cameron,James,bed,table,"Cameron is reading a magazine. When Cameron is done, Cameron puts the magazine on the bed. James comes into the room, passing by the table. Cameron watches James move the magazine to a table. Cameron thinks the magazine is on the [MASK] .",True belief,Start,1,2,1,Explicit,1.171900749638538
475,475,magazine,Cameron,James,table,bed,"Cameron is reading a magazine. When Cameron is done, Cameron puts the magazine on the table. James comes into the room, passing by the bed. Cameron watches James move the magazine to a bed. Cameron thinks the magazine is on the [MASK] .",True belief,Start,1,2,1,Explicit,0.7893104662224921
476,476,magazine,Cameron,James,table,desk,"Cameron is reading a magazine. When Cameron is done, Cameron puts the magazine on the table. James comes into the room, passing by the desk. Cameron watches James move the magazine to a desk. Cameron thinks the magazine is on the [MASK] .",True belief,Start,1,2,1,Explicit,3.2437123849958427
477,477,magazine,Cameron,James,desk,table,"Cameron is reading a magazine. When Cameron is done, Cameron puts the magazine on the desk. James comes into the room, passing by the table. Cameron watches James move the magazine to a table. Cameron thinks the magazine is on the [MASK] .",True belief,Start,1,2,1,Explicit,-1.4173011856695688
478,478,magazine,Cameron,James,desk,bed,"Cameron is reading a magazine. When Cameron is done, Cameron puts the magazine on the desk. James comes into the room, passing by the bed. Cameron watches James move the magazine to a bed. Cameron thinks the magazine is on the [MASK] .",True belief,Start,1,2,1,Explicit,-0.5441112831695454
479,479,magazine,Cameron,James,bed,desk,"Cameron is reading a magazine. When Cameron is done, Cameron puts the magazine on the bed. James comes into the room, passing by the desk. Cameron watches James move the magazine to a desk. Cameron thinks the magazine is on the [MASK] .",True belief,Start,1,2,1,Explicit,3.054538732366952
480,480,book,Tyler,Catherine,bed,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Tyler leaves to get something to eat in the kitchen. Catherine comes in and moves the book from the bed to a table. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,7.149347300705179
481,481,book,Tyler,Catherine,table,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Tyler leaves to get something to eat in the kitchen. Catherine comes in and moves the book from the table to a bed. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,8.6850652486743
482,482,book,Tyler,Catherine,table,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Tyler leaves to get something to eat in the kitchen. Catherine comes in and moves the book from the table to a desk. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,9.058091207029095
483,483,book,Tyler,Catherine,desk,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Tyler leaves to get something to eat in the kitchen. Catherine comes in and moves the book from the desk to a table. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,3.359376896499918
484,484,book,Tyler,Catherine,desk,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Tyler leaves to get something to eat in the kitchen. Catherine comes in and moves the book from the desk to a bed. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,5.9480657039381875
485,485,book,Tyler,Catherine,bed,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Tyler leaves to get something to eat in the kitchen. Catherine comes in and moves the book from the bed to a desk. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,8.803051000866562
486,486,book,Tyler,Marta,bed,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the book from the bed to a table. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,7.301574251977801
487,487,book,Tyler,Marta,table,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the book from the table to a bed. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,8.88007357810189
488,488,book,Tyler,Marta,table,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the book from the table to a desk. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,9.447343891414471
489,489,book,Tyler,Marta,desk,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the book from the desk to a table. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,3.877372692051634
490,490,book,Tyler,Marta,desk,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the book from the desk to a bed. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,5.8780794272411
491,491,book,Tyler,Marta,bed,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the book from the bed to a desk. Then Tyler comes back into the room. Tyler looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,8.685083441803071
492,492,book,Sean,Pamela,bed,table,"Sean is reading a book. When Sean is done, Sean puts the book on the bed. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the bed to a table. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,6.932142280585752
493,493,book,Sean,Pamela,table,bed,"Sean is reading a book. When Sean is done, Sean puts the book on the table. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the table to a bed. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,9.897692645426838
494,494,book,Sean,Pamela,table,desk,"Sean is reading a book. When Sean is done, Sean puts the book on the table. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the table to a desk. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,10.100666969695165
495,495,book,Sean,Pamela,desk,table,"Sean is reading a book. When Sean is done, Sean puts the book on the desk. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the desk to a table. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,2.689647651248663
496,496,book,Sean,Pamela,desk,bed,"Sean is reading a book. When Sean is done, Sean puts the book on the desk. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the desk to a bed. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,5.58857245082487
497,497,book,Sean,Pamela,bed,desk,"Sean is reading a book. When Sean is done, Sean puts the book on the bed. Sean leaves to get something to eat in the kitchen. Pamela comes in and moves the book from the bed to a desk. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,8.390125285813516
498,498,book,Sean,Lisa,bed,table,"Sean is reading a book. When Sean is done, Sean puts the book on the bed. Sean leaves to get something to eat in the kitchen. Lisa comes in and moves the book from the bed to a table. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,6.9501428304584465
499,499,book,Sean,Lisa,table,bed,"Sean is reading a book. When Sean is done, Sean puts the book on the table. Sean leaves to get something to eat in the kitchen. Lisa comes in and moves the book from the table to a bed. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,9.454986599028697
500,500,book,Sean,Lisa,table,desk,"Sean is reading a book. When Sean is done, Sean puts the book on the table. Sean leaves to get something to eat in the kitchen. Lisa comes in and moves the book from the table to a desk. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,9.426138898946936
501,501,book,Sean,Lisa,desk,table,"Sean is reading a book. When Sean is done, Sean puts the book on the desk. Sean leaves to get something to eat in the kitchen. Lisa comes in and moves the book from the desk to a table. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,2.798272138641875
502,502,book,Sean,Lisa,desk,bed,"Sean is reading a book. When Sean is done, Sean puts the book on the desk. Sean leaves to get something to eat in the kitchen. Lisa comes in and moves the book from the desk to a bed. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,6.09876247223542
503,503,book,Sean,Lisa,bed,desk,"Sean is reading a book. When Sean is done, Sean puts the book on the bed. Sean leaves to get something to eat in the kitchen. Lisa comes in and moves the book from the bed to a desk. Then Sean comes back into the room. Sean looks for the book on the [MASK] .",False belief,Start,2,1,1,Implicit,8.558772111237973
504,504,magazine,Tyler,Pamela,bed,table,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the bed to a table. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,5.815763469569011
505,505,magazine,Tyler,Pamela,table,bed,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the table to a bed. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,12.513057715224457
506,506,magazine,Tyler,Pamela,table,desk,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the table to a desk. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,13.224589386095172
507,507,magazine,Tyler,Pamela,desk,table,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the desk to a table. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,1.8337888923040462
508,508,magazine,Tyler,Pamela,desk,bed,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the desk to a bed. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,5.62721541414211
509,509,magazine,Tyler,Pamela,bed,desk,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the bed to a desk. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,10.339542347149328
510,510,magazine,Tyler,Marta,bed,table,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the bed to a table. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,6.2013797383356835
511,511,magazine,Tyler,Marta,table,bed,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the table to a bed. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,11.33128259935214
512,512,magazine,Tyler,Marta,table,desk,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the table. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the table to a desk. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,12.398031263826674
513,513,magazine,Tyler,Marta,desk,table,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the desk to a table. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,2.5019874035476524
514,514,magazine,Tyler,Marta,desk,bed,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the desk. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the desk to a bed. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,5.323379489153274
515,515,magazine,Tyler,Marta,bed,desk,"Tyler is reading a magazine. When Tyler is done, Tyler puts the magazine on the bed. Tyler leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the bed to a desk. Then Tyler comes back into the room. Tyler looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,10.127613065788534
516,516,magazine,Emily,Pamela,bed,table,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the bed. Emily leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the bed to a table. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,4.679699829084751
517,517,magazine,Emily,Pamela,table,bed,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the table. Emily leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the table to a bed. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,11.485650066689299
518,518,magazine,Emily,Pamela,table,desk,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the table. Emily leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the table to a desk. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,12.403159138807561
519,519,magazine,Emily,Pamela,desk,table,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the desk. Emily leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the desk to a table. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,1.7956018231828017
520,520,magazine,Emily,Pamela,desk,bed,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the desk. Emily leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the desk to a bed. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,5.200705570324031
521,521,magazine,Emily,Pamela,bed,desk,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the bed. Emily leaves to get something to eat in the kitchen. Pamela comes in and moves the magazine from the bed to a desk. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,9.14842514256477
522,522,magazine,Emily,Marta,bed,table,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the bed. Emily leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the bed to a table. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,4.97290417943178
523,523,magazine,Emily,Marta,table,bed,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the table. Emily leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the table to a bed. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,10.798600192376918
524,524,magazine,Emily,Marta,table,desk,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the table. Emily leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the table to a desk. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,12.088997851022379
525,525,magazine,Emily,Marta,desk,table,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the desk. Emily leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the desk to a table. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,2.036120456315463
526,526,magazine,Emily,Marta,desk,bed,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the desk. Emily leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the desk to a bed. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,5.053207407550543
527,527,magazine,Emily,Marta,bed,desk,"Emily is reading a magazine. When Emily is done, Emily puts the magazine on the bed. Emily leaves to get something to eat in the kitchen. Marta comes in and moves the magazine from the bed to a desk. Then Emily comes back into the room. Emily looks for the magazine on the [MASK] .",False belief,Start,2,1,1,Implicit,8.824108170060907
528,528,book,Pamela,Antonio,bed,table,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the bed. Antonio comes into the room. Antonio moves the book from the bed to a table. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,2.7884283527987304
529,529,book,Pamela,Antonio,table,bed,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the table. Antonio comes into the room. Antonio moves the book from the table to a bed. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,7.939613365573678
530,530,book,Pamela,Antonio,table,desk,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the table. Antonio comes into the room. Antonio moves the book from the table to a desk. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,7.260825235637498
531,531,book,Pamela,Antonio,desk,table,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the desk. Antonio comes into the room. Antonio moves the book from the desk to a table. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,0.4665127071181899
532,532,book,Pamela,Antonio,desk,bed,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the desk. Antonio comes into the room. Antonio moves the book from the desk to a bed. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,5.772541005680706
533,533,book,Pamela,Antonio,bed,desk,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the bed. Antonio comes into the room. Antonio moves the book from the bed to a desk. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,5.529929165057453
534,534,book,Pamela,Ben,bed,table,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the bed. Ben comes into the room. Ben moves the book from the bed to a table. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,1.9268455737947143
535,535,book,Pamela,Ben,table,bed,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the table. Ben comes into the room. Ben moves the book from the table to a bed. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,7.2821483442191814
536,536,book,Pamela,Ben,table,desk,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the table. Ben comes into the room. Ben moves the book from the table to a desk. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,6.563306775760828
537,537,book,Pamela,Ben,desk,table,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the desk. Ben comes into the room. Ben moves the book from the desk to a table. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,0.1925754439460876
538,538,book,Pamela,Ben,desk,bed,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the desk. Ben comes into the room. Ben moves the book from the desk to a bed. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,5.0533036521546695
539,539,book,Pamela,Ben,bed,desk,"Pamela is reading a book. When Pamela is done, Pamela puts the book on the bed. Ben comes into the room. Ben moves the book from the bed to a desk. Pamela looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,3.6381230531199793
540,540,book,Tyler,Sonja,bed,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Sonja comes into the room. Sonja moves the book from the bed to a table. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,2.2652015770324248
541,541,book,Tyler,Sonja,table,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Sonja comes into the room. Sonja moves the book from the table to a bed. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,4.168369275395048
542,542,book,Tyler,Sonja,table,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Sonja comes into the room. Sonja moves the book from the table to a desk. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,4.718259751962847
543,543,book,Tyler,Sonja,desk,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Sonja comes into the room. Sonja moves the book from the desk to a table. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,-0.126077690167809
544,544,book,Tyler,Sonja,desk,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Sonja comes into the room. Sonja moves the book from the desk to a bed. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,2.483284906820276
545,545,book,Tyler,Sonja,bed,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Sonja comes into the room. Sonja moves the book from the bed to a desk. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,3.119907879884753
546,546,book,Tyler,Marta,bed,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Marta comes into the room. Marta moves the book from the bed to a table. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,1.5757599202882993
547,547,book,Tyler,Marta,table,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Marta comes into the room. Marta moves the book from the table to a bed. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,4.25102805352368
548,548,book,Tyler,Marta,table,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the table. Marta comes into the room. Marta moves the book from the table to a desk. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,4.653631155961082
549,549,book,Tyler,Marta,desk,table,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Marta comes into the room. Marta moves the book from the desk to a table. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,0.1376523980352042
550,550,book,Tyler,Marta,desk,bed,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the desk. Marta comes into the room. Marta moves the book from the desk to a bed. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,3.02440118397958
551,551,book,Tyler,Marta,bed,desk,"Tyler is reading a book. When Tyler is done, Tyler puts the book on the bed. Marta comes into the room. Marta moves the book from the bed to a desk. Tyler looks for the book on the [MASK] .",True belief,Start,2,1,1,Implicit,2.731965545189837
552,552,magazine,Lisa,Ben,bed,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Ben comes into the room. Ben moves the magazine from the bed to a table. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,-1.4095087164595352
553,553,magazine,Lisa,Ben,table,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Ben comes into the room. Ben moves the magazine from the table to a bed. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,4.63745975724632
554,554,magazine,Lisa,Ben,table,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Ben comes into the room. Ben moves the magazine from the table to a desk. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,5.702756903536091
555,555,magazine,Lisa,Ben,desk,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Ben comes into the room. Ben moves the magazine from the desk to a table. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,-1.3555346197117415
556,556,magazine,Lisa,Ben,desk,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Ben comes into the room. Ben moves the magazine from the desk to a bed. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,2.6333579549469013
557,557,magazine,Lisa,Ben,bed,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Ben comes into the room. Ben moves the magazine from the bed to a desk. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,1.5643224601987504
558,558,magazine,Lisa,Cameron,bed,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Cameron comes into the room. Cameron moves the magazine from the bed to a table. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,-1.0654010609864129
559,559,magazine,Lisa,Cameron,table,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Cameron comes into the room. Cameron moves the magazine from the table to a bed. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,4.455065722443205
560,560,magazine,Lisa,Cameron,table,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the table. Cameron comes into the room. Cameron moves the magazine from the table to a desk. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,5.2940826756626365
561,561,magazine,Lisa,Cameron,desk,table,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Cameron comes into the room. Cameron moves the magazine from the desk to a table. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,-1.5303182284755794
562,562,magazine,Lisa,Cameron,desk,bed,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the desk. Cameron comes into the room. Cameron moves the magazine from the desk to a bed. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,2.8172598154411537
563,563,magazine,Lisa,Cameron,bed,desk,"Lisa is reading a magazine. When Lisa is done, Lisa puts the magazine on the bed. Cameron comes into the room. Cameron moves the magazine from the bed to a desk. Lisa looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,1.6654691577110174
564,564,magazine,James,Tyler,bed,table,"James is reading a magazine. When James is done, James puts the magazine on the bed. Tyler comes into the room. Tyler moves the magazine from the bed to a table. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,1.7599239451593083
565,565,magazine,James,Tyler,table,bed,"James is reading a magazine. When James is done, James puts the magazine on the table. Tyler comes into the room. Tyler moves the magazine from the table to a bed. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,4.306976299668958
566,566,magazine,James,Tyler,table,desk,"James is reading a magazine. When James is done, James puts the magazine on the table. Tyler comes into the room. Tyler moves the magazine from the table to a desk. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,6.118984190895419
567,567,magazine,James,Tyler,desk,table,"James is reading a magazine. When James is done, James puts the magazine on the desk. Tyler comes into the room. Tyler moves the magazine from the desk to a table. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,-0.577131302702646
568,568,magazine,James,Tyler,desk,bed,"James is reading a magazine. When James is done, James puts the magazine on the desk. Tyler comes into the room. Tyler moves the magazine from the desk to a bed. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,2.279541073662907
569,569,magazine,James,Tyler,bed,desk,"James is reading a magazine. When James is done, James puts the magazine on the bed. Tyler comes into the room. Tyler moves the magazine from the bed to a desk. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,4.589415041495336
570,570,magazine,James,Marta,bed,table,"James is reading a magazine. When James is done, James puts the magazine on the bed. Marta comes into the room. Marta moves the magazine from the bed to a table. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,0.03539367837368644
571,571,magazine,James,Marta,table,bed,"James is reading a magazine. When James is done, James puts the magazine on the table. Marta comes into the room. Marta moves the magazine from the table to a bed. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,4.823408585960061
572,572,magazine,James,Marta,table,desk,"James is reading a magazine. When James is done, James puts the magazine on the table. Marta comes into the room. Marta moves the magazine from the table to a desk. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,6.414829722737447
573,573,magazine,James,Marta,desk,table,"James is reading a magazine. When James is done, James puts the magazine on the desk. Marta comes into the room. Marta moves the magazine from the desk to a table. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,-0.870327977619989
574,574,magazine,James,Marta,desk,bed,"James is reading a magazine. When James is done, James puts the magazine on the desk. Marta comes into the room. Marta moves the magazine from the desk to a bed. James looks for the magazine on the [MASK] .",True belief,Start,2,1,1,Implicit,2.8821368629945296
