,Unnamed: 0,Item,Condition,Condition code,Scenario,Modified,First_mention,Recent_mention,prior_mentions_start,prior_mentions_end,num_sentences,probability,belief,consistency,final_word,masked_passages
926,926,47,2,TB-IC,"The engineer passed by the warehouse. The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the car.",Yes,End,End,1,2,4,0.4061323404312134,TB,IC,car,"The engineer passed by the warehouse. The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
927,927,47,2,TB-IC,"The engineer passed by the car. The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the car.",Yes,Start,End,2,1,4,0.8462911248207092,TB,IC,car,"The engineer passed by the car. The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
928,928,47,2,TB-IC,"The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. The engineer was near the car. When the engineer wanted to use his tool kit he looked in the car.",Yes,Start,Start,2,1,4,0.9085970520973206,TB,IC,car,"The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. The engineer was near the car. When the engineer wanted to use his tool kit he looked in the [MASK] ."
929,929,47,2,TB-IC,"The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. The engineer was near the warehouse. When the engineer wanted to use his tool kit he looked in the car.",Yes,Start,End,1,2,4,0.7164058685302734,TB,IC,car,"The engineer packed up the tools and put his tool kit in the car.  Later, the engineer witnessed his assistant move the tool kit to the warehouse. The engineer was near the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
930,930,47,3,FB-C,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the car.",No,Start,End,1,1,3,0.9826958179473877,FB,C,car,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
931,931,47,3,FB-C,"The engineer passed by the warehouse. The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the car.",Yes,End,End,1,2,4,0.9960964322090149,FB,C,car,"The engineer passed by the warehouse. The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
932,932,47,3,FB-C,"The engineer passed by the car. The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the car.",Yes,Start,End,2,1,4,0.9885381460189819,FB,C,car,"The engineer passed by the car. The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
933,933,47,3,FB-C,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. The engineer was near the car. When the engineer wanted to use his tool kit he looked in the car.",Yes,Start,Start,2,1,4,0.9373641610145569,FB,C,car,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. The engineer was near the car. When the engineer wanted to use his tool kit he looked in the [MASK] ."
934,934,47,3,FB-C,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. The engineer was near the warehouse. When the engineer wanted to use his tool kit he looked in the car.",Yes,Start,End,1,2,4,0.9698159098625183,FB,C,car,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. The engineer was near the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
935,935,47,4,FB-IC,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the warehouse.",No,Start,End,1,1,3,0.00020053988555446273,FB,IC,warehouse,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
936,936,47,4,FB-IC,"The engineer passed by the warehouse. The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the warehouse.",Yes,End,End,1,2,4,4.5559184513877003e-07,FB,IC,warehouse,"The engineer passed by the warehouse. The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
937,937,47,4,FB-IC,"The engineer passed by the car. The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the warehouse.",Yes,Start,End,2,1,4,6.606368697248395e-05,FB,IC,warehouse,"The engineer passed by the car. The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
938,938,47,4,FB-IC,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. The engineer was near the car. When the engineer wanted to use his tool kit he looked in the warehouse.",Yes,Start,Start,2,1,4,0.004631292074918745,FB,IC,warehouse,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. The engineer was near the car. When the engineer wanted to use his tool kit he looked in the [MASK] ."
939,939,47,4,FB-IC,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. The engineer was near the warehouse. When the engineer wanted to use his tool kit he looked in the warehouse.",Yes,Start,End,1,2,4,0.0010439192410558466,FB,IC,warehouse,"The engineer packed up the tools and put his tool kit in the car.  While the engineer was not looking, his assistant moved the tool kit to the warehouse. The engineer was near the warehouse. When the engineer wanted to use his tool kit he looked in the [MASK] ."
940,940,48,1,TB-C,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the safe.",No,Start,End,1,1,3,0.5922976732254028,TB,C,safe,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
941,941,48,1,TB-C,"The lawyer passed by the safe. The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the safe.",Yes,End,End,1,2,4,0.024469604715704918,TB,C,safe,"The lawyer passed by the safe. The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
942,942,48,1,TB-C,"The lawyer passed by the cabinet. The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the safe.",Yes,Start,End,2,1,4,0.3183246850967407,TB,C,safe,"The lawyer passed by the cabinet. The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
943,943,48,1,TB-C,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. The lawyer was near the cabinet. When the lawyer wanted to check the will she looked in the safe.",Yes,Start,Start,2,1,4,0.0021367045119404797,TB,C,safe,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. The lawyer was near the cabinet. When the lawyer wanted to check the will she looked in the [MASK] ."
944,944,48,1,TB-C,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. The lawyer was near the safe. When the lawyer wanted to check the will she looked in the safe.",Yes,Start,End,1,2,4,0.028807600960135467,TB,C,safe,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. The lawyer was near the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
945,945,48,2,TB-IC,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the cabinet.",No,Start,End,1,1,3,0.0002452513144817203,TB,IC,cabinet,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
946,946,48,2,TB-IC,"The lawyer passed by the safe. The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the cabinet.",Yes,End,End,1,2,4,0.0007393123232759535,TB,IC,cabinet,"The lawyer passed by the safe. The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
947,947,48,2,TB-IC,"The lawyer passed by the cabinet. The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the cabinet.",Yes,Start,End,2,1,4,0.001373229548335076,TB,IC,cabinet,"The lawyer passed by the cabinet. The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
948,948,48,2,TB-IC,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. The lawyer was near the cabinet. When the lawyer wanted to check the will she looked in the cabinet.",Yes,Start,Start,2,1,4,0.025297716259956363,TB,IC,cabinet,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. The lawyer was near the cabinet. When the lawyer wanted to check the will she looked in the [MASK] ."
949,949,48,2,TB-IC,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. The lawyer was near the safe. When the lawyer wanted to check the will she looked in the cabinet.",Yes,Start,End,1,2,4,0.00027288432465866197,TB,IC,cabinet,"The lawyer wrote the will and put it in the filing cabinet.  Later, the lawyer watched the secretary move the will to the safe. The lawyer was near the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
950,950,48,3,FB-C,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the cabinet.",No,Start,End,1,1,3,0.00010483119694981728,FB,C,cabinet,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
951,951,48,3,FB-C,"The lawyer passed by the safe. The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the cabinet.",Yes,End,End,1,2,4,0.0012398791732266545,FB,C,cabinet,"The lawyer passed by the safe. The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
952,952,48,3,FB-C,"The lawyer passed by the cabinet. The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the cabinet.",Yes,Start,End,2,1,4,0.02816892601549626,FB,C,cabinet,"The lawyer passed by the cabinet. The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
953,953,48,3,FB-C,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. The lawyer was near the cabinet. When the lawyer wanted to check the will she looked in the cabinet.",Yes,Start,Start,2,1,4,0.47393715381622314,FB,C,cabinet,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. The lawyer was near the cabinet. When the lawyer wanted to check the will she looked in the [MASK] ."
954,954,48,3,FB-C,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. The lawyer was near the safe. When the lawyer wanted to check the will she looked in the cabinet.",Yes,Start,End,1,2,4,0.0002922980929724874,FB,C,cabinet,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. The lawyer was near the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
955,955,48,4,FB-IC,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the safe.",No,Start,End,1,1,3,0.537575364112854,FB,IC,safe,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
956,956,48,4,FB-IC,"The lawyer passed by the safe. The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the safe.",Yes,End,End,1,2,4,0.6259556412696838,FB,IC,safe,"The lawyer passed by the safe. The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
957,957,48,4,FB-IC,"The lawyer passed by the cabinet. The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the safe.",Yes,Start,End,2,1,4,0.37933677434921265,FB,IC,safe,"The lawyer passed by the cabinet. The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
958,958,48,4,FB-IC,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. The lawyer was near the cabinet. When the lawyer wanted to check the will she looked in the safe.",Yes,Start,Start,2,1,4,0.0048455772921443,FB,IC,safe,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. The lawyer was near the cabinet. When the lawyer wanted to check the will she looked in the [MASK] ."
959,959,48,4,FB-IC,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. The lawyer was near the safe. When the lawyer wanted to check the will she looked in the safe.",Yes,Start,End,1,2,4,0.8107951879501343,FB,IC,safe,"The lawyer wrote the will and put it in the filing cabinet.  While the lawyer was busy, the secretary moved the will to the safe. The lawyer was near the safe. When the lawyer wanted to check the will she looked in the [MASK] ."
960,960,49,1,TB-C,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the cupboard.",No,Start,End,1,1,3,0.06570380926132202,TB,C,cupboard,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
961,961,49,1,TB-C,"Jade passed by the cupboard. Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the cupboard.",Yes,End,End,1,2,4,0.3620592951774597,TB,C,cupboard,"Jade passed by the cupboard. Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
962,962,49,1,TB-C,"Jade passed by the handbag. Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the cupboard.",Yes,Start,End,2,1,4,0.3916698098182678,TB,C,cupboard,"Jade passed by the handbag. Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
963,963,49,1,TB-C,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. Jade was near the handbag. When Jade wanted to read the magazine she looked in the cupboard.",Yes,Start,Start,2,1,4,0.30627337098121643,TB,C,cupboard,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. Jade was near the handbag. When Jade wanted to read the magazine she looked in the [MASK] ."
964,964,49,1,TB-C,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. Jade was near the cupboard. When Jade wanted to read the magazine she looked in the cupboard.",Yes,Start,End,1,2,4,0.8187141418457031,TB,C,cupboard,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. Jade was near the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
965,965,49,2,TB-IC,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the handbag.",No,Start,End,1,1,3,1.889197847049217e-05,TB,IC,handbag,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
966,966,49,2,TB-IC,"Jade passed by the cupboard. Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the handbag.",Yes,End,End,1,2,4,2.772739571810233e-05,TB,IC,handbag,"Jade passed by the cupboard. Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
967,967,49,2,TB-IC,"Jade passed by the handbag. Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the handbag.",Yes,Start,End,2,1,4,2.7633148420136405e-05,TB,IC,handbag,"Jade passed by the handbag. Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
968,968,49,2,TB-IC,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. Jade was near the handbag. When Jade wanted to read the magazine she looked in the handbag.",Yes,Start,Start,2,1,4,3.217909397790209e-05,TB,IC,handbag,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. Jade was near the handbag. When Jade wanted to read the magazine she looked in the [MASK] ."
969,969,49,2,TB-IC,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. Jade was near the cupboard. When Jade wanted to read the magazine she looked in the handbag.",Yes,Start,End,1,2,4,5.299842996464581e-06,TB,IC,handbag,"Jade bought a magazine and put it in her handbag.  Later, Jade spotted her son move the magazine to the cupboard. Jade was near the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
970,970,49,3,FB-C,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the handbag.",No,Start,End,1,1,3,1.4629198631155313e-05,FB,C,handbag,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
971,971,49,3,FB-C,"Jade passed by the cupboard. Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the handbag.",Yes,End,End,1,2,4,2.1409527107607566e-05,FB,C,handbag,"Jade passed by the cupboard. Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
972,972,49,3,FB-C,"Jade passed by the handbag. Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the handbag.",Yes,Start,End,2,1,4,1.6251120541710393e-05,FB,C,handbag,"Jade passed by the handbag. Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
973,973,49,3,FB-C,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. Jade was near the handbag. When Jade wanted to read the magazine she looked in the handbag.",Yes,Start,Start,2,1,4,1.7334850781480775e-05,FB,C,handbag,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. Jade was near the handbag. When Jade wanted to read the magazine she looked in the [MASK] ."
974,974,49,3,FB-C,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. Jade was near the cupboard. When Jade wanted to read the magazine she looked in the handbag.",Yes,Start,End,1,2,4,8.702422746864606e-06,FB,C,handbag,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. Jade was near the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
975,975,49,4,FB-IC,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the cupboard.",No,Start,End,1,1,3,0.05301155522465705,FB,IC,cupboard,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
976,976,49,4,FB-IC,"Jade passed by the cupboard. Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the cupboard.",Yes,End,End,1,2,4,0.2405167073011398,FB,IC,cupboard,"Jade passed by the cupboard. Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
977,977,49,4,FB-IC,"Jade passed by the handbag. Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the cupboard.",Yes,Start,End,2,1,4,0.4966146945953369,FB,IC,cupboard,"Jade passed by the handbag. Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
978,978,49,4,FB-IC,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. Jade was near the handbag. When Jade wanted to read the magazine she looked in the cupboard.",Yes,Start,Start,2,1,4,0.15294919908046722,FB,IC,cupboard,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. Jade was near the handbag. When Jade wanted to read the magazine she looked in the [MASK] ."
979,979,49,4,FB-IC,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. Jade was near the cupboard. When Jade wanted to read the magazine she looked in the cupboard.",Yes,Start,End,1,2,4,0.47409358620643616,FB,IC,cupboard,"Jade bought a magazine and put it in her handbag.  While Jade was distracted, her son moved the magazine to the cupboard. Jade was near the cupboard. When Jade wanted to read the magazine she looked in the [MASK] ."
980,980,50,1,TB-C,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the kitchen.",No,Start,End,1,1,3,0.01458879187703133,TB,C,kitchen,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
981,981,50,1,TB-C,"Amy passed by the kitchen. Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the kitchen.",Yes,End,End,1,2,4,0.009184918366372585,TB,C,kitchen,"Amy passed by the kitchen. Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
982,982,50,1,TB-C,"Amy passed by the bathroom. Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the kitchen.",Yes,Start,End,2,1,4,0.020086094737052914,TB,C,kitchen,"Amy passed by the bathroom. Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
983,983,50,1,TB-C,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. Amy was near the bathroom. When Amy wanted to use a plaster she looked in the kitchen.",Yes,Start,Start,2,1,4,0.006348006427288056,TB,C,kitchen,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. Amy was near the bathroom. When Amy wanted to use a plaster she looked in the [MASK] ."
984,984,50,1,TB-C,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. Amy was near the kitchen. When Amy wanted to use a plaster she looked in the kitchen.",Yes,Start,End,1,2,4,0.08984525501728059,TB,C,kitchen,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. Amy was near the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
985,985,50,2,TB-IC,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the bathroom.",No,Start,End,1,1,3,0.7813019156455994,TB,IC,bathroom,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
986,986,50,2,TB-IC,"Amy passed by the kitchen. Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the bathroom.",Yes,End,End,1,2,4,0.8773593306541443,TB,IC,bathroom,"Amy passed by the kitchen. Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
987,987,50,2,TB-IC,"Amy passed by the bathroom. Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the bathroom.",Yes,Start,End,2,1,4,0.811815619468689,TB,IC,bathroom,"Amy passed by the bathroom. Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
988,988,50,2,TB-IC,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. Amy was near the bathroom. When Amy wanted to use a plaster she looked in the bathroom.",Yes,Start,Start,2,1,4,0.8817925453186035,TB,IC,bathroom,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. Amy was near the bathroom. When Amy wanted to use a plaster she looked in the [MASK] ."
989,989,50,2,TB-IC,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. Amy was near the kitchen. When Amy wanted to use a plaster she looked in the bathroom.",Yes,Start,End,1,2,4,0.7440506815910339,TB,IC,bathroom,"Amy bought the plasters and put them in the bathroom.  Later, Amy saw James move the plasters to the kitchen. Amy was near the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
990,990,50,3,FB-C,"Amy bought the plasters and put them in the bathroom.  While Amy was preoccupied, James moved the plasters to the kitchen. When Amy wanted to use a plaster she looked in the bathroom.",No,Start,End,1,1,3,0.5431997776031494,FB,C,bathroom,"Amy bought the plasters and put them in the bathroom.  While Amy was preoccupied, James moved the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
991,991,50,3,FB-C,"Amy passed by the kitchen. Amy bought the plasters and put them in the bathroom.  While Amy was preoccupied, James moved the plasters to the kitchen. When Amy wanted to use a plaster she looked in the bathroom.",Yes,End,End,1,2,4,0.7947105765342712,FB,C,bathroom,"Amy passed by the kitchen. Amy bought the plasters and put them in the bathroom.  While Amy was preoccupied, James moved the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
992,992,50,3,FB-C,"Amy passed by the bathroom. Amy bought the plasters and put them in the bathroom.  While Amy was preoccupied, James moved the plasters to the kitchen. When Amy wanted to use a plaster she looked in the bathroom.",Yes,Start,End,2,1,4,0.586647629737854,FB,C,bathroom,"Amy passed by the bathroom. Amy bought the plasters and put them in the bathroom.  While Amy was preoccupied, James moved the plasters to the kitchen. When Amy wanted to use a plaster she looked in the [MASK] ."
