,Unnamed: 0,item,a,b,real,alt,passage,condition,first_mention,mentions_real,mentions_alt,stim_number,knowledge_cue,log_odds
131,131,sweets,Sonja,Antonio,bottom,top,"It is Sonja's birthday, and their auntie pops in to give her a box of sweets. Sonja puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sonja's sweet sibling Antonio comes in and asks Sonja: “Where have you put your sweets, in your bottom drawer or your top drawer?” Sonja wants to share the sweets with Antonio. Sonja says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.007223648000000003
132,132,sweets,Tyler,Catherine,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of sweets. Tyler puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's sweet sibling Catherine comes in and asks Tyler: “Where have you put your sweets, in your top drawer or your bottom drawer?” Tyler wants to share the sweets with Catherine. Tyler says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.008448448
133,133,sweets,Tyler,Catherine,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of sweets. Tyler puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's sweet sibling Catherine comes in and asks Tyler: “Where have you put your sweets, in your bottom drawer or your top drawer?” Tyler wants to share the sweets with Catherine. Tyler says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.009051186999999999
134,134,sweets,Tyler,Ben,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of sweets. Tyler puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's sweet sibling Ben comes in and asks Tyler: “Where have you put your sweets, in your top drawer or your bottom drawer?” Tyler wants to share the sweets with Ben. Tyler says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.008169310999999999
135,135,sweets,Tyler,Ben,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of sweets. Tyler puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's sweet sibling Ben comes in and asks Tyler: “Where have you put your sweets, in your bottom drawer or your top drawer?” Tyler wants to share the sweets with Ben. Tyler says the sweets are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.010369995000000003
136,136,candy,Antonio,Lisa,top,bottom,"It is Antonio's birthday, and their auntie pops in to give her a box of candy. Antonio puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Antonio's sweet sibling Lisa comes in and asks Antonio: “Where have you put your candy, in your top drawer or your bottom drawer?” Antonio wants to share the candy with Lisa. Antonio says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.009734551000000001
137,137,candy,Antonio,Lisa,bottom,top,"It is Antonio's birthday, and their auntie pops in to give her a box of candy. Antonio puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Antonio's sweet sibling Lisa comes in and asks Antonio: “Where have you put your candy, in your bottom drawer or your top drawer?” Antonio wants to share the candy with Lisa. Antonio says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.018308853
138,138,candy,Antonio,Marta,top,bottom,"It is Antonio's birthday, and their auntie pops in to give her a box of candy. Antonio puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Antonio's sweet sibling Marta comes in and asks Antonio: “Where have you put your candy, in your top drawer or your bottom drawer?” Antonio wants to share the candy with Marta. Antonio says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.008696862999999999
139,139,candy,Antonio,Marta,bottom,top,"It is Antonio's birthday, and their auntie pops in to give her a box of candy. Antonio puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Antonio's sweet sibling Marta comes in and asks Antonio: “Where have you put your candy, in your bottom drawer or your top drawer?” Antonio wants to share the candy with Marta. Antonio says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.01728205
140,140,candy,Ben,Antonio,top,bottom,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Ben's sweet sibling Antonio comes in and asks Ben: “Where have you put your candy, in your top drawer or your bottom drawer?” Ben wants to share the candy with Antonio. Ben says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.013577605000000003
141,141,candy,Ben,Antonio,bottom,top,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Ben's sweet sibling Antonio comes in and asks Ben: “Where have you put your candy, in your bottom drawer or your top drawer?” Ben wants to share the candy with Antonio. Ben says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.016024585
142,142,candy,Ben,Cameron,top,bottom,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Ben's sweet sibling Cameron comes in and asks Ben: “Where have you put your candy, in your top drawer or your bottom drawer?” Ben wants to share the candy with Cameron. Ben says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.013768790000000003
143,143,candy,Ben,Cameron,bottom,top,"It is Ben's birthday, and their auntie pops in to give her a box of candy. Ben puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Ben's sweet sibling Cameron comes in and asks Ben: “Where have you put your candy, in your bottom drawer or your top drawer?” Ben wants to share the candy with Cameron. Ben says the candy are in the [MASK] drawer.",Cooperation,Real,2,2,1,Explicit,-0.015627803000000003
144,144,chocolates,Catherine,Cameron,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of chocolates. Catherine puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Cameron comes in and asks Catherine: “Where have you put your chocolates, in your bottom drawer?” Catherine does not want Cameron to find the chocolates. Catherine says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,0.005020831000000003
145,145,chocolates,Catherine,Cameron,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of chocolates. Catherine puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Cameron comes in and asks Catherine: “Where have you put your chocolates, in your top drawer?” Catherine does not want Cameron to find the chocolates. Catherine says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.012424856999999997
146,146,chocolates,Catherine,Pamela,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of chocolates. Catherine puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Pamela comes in and asks Catherine: “Where have you put your chocolates, in your bottom drawer?” Catherine does not want Pamela to find the chocolates. Catherine says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,0.004159390999999998
147,147,chocolates,Catherine,Pamela,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of chocolates. Catherine puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Pamela comes in and asks Catherine: “Where have you put your chocolates, in your top drawer?” Catherine does not want Pamela to find the chocolates. Catherine says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.012667926
148,148,chocolates,Emily,Ben,top,bottom,"It is Emily's birthday, and their auntie pops in to give them a box of chocolates. Emily puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Emily's greedy sibling Ben comes in and asks Emily: “Where have you put your chocolates, in your bottom drawer?” Emily does not want Ben to find the chocolates. Emily says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,0.004569684999999997
149,149,chocolates,Emily,Ben,bottom,top,"It is Emily's birthday, and their auntie pops in to give them a box of chocolates. Emily puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Emily's greedy sibling Ben comes in and asks Emily: “Where have you put your chocolates, in your top drawer?” Emily does not want Ben to find the chocolates. Emily says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.012582360999999997
150,150,chocolates,Emily,Cameron,top,bottom,"It is Emily's birthday, and their auntie pops in to give them a box of chocolates. Emily puts the chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Emily's greedy sibling Cameron comes in and asks Emily: “Where have you put your chocolates, in your bottom drawer?” Emily does not want Cameron to find the chocolates. Emily says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,0.0039052680000000034
151,151,chocolates,Emily,Cameron,bottom,top,"It is Emily's birthday, and their auntie pops in to give them a box of chocolates. Emily puts the chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Emily's greedy sibling Cameron comes in and asks Emily: “Where have you put your chocolates, in your top drawer?” Emily does not want Cameron to find the chocolates. Emily says the chocolates are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.012400268000000002
152,152,sweets,Catherine,Cameron,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of sweets. Catherine puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Cameron comes in and asks Catherine: “Where have you put your sweets, in your bottom drawer?” Catherine does not want Cameron to find the sweets. Catherine says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.0010444120000000015
153,153,sweets,Catherine,Cameron,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of sweets. Catherine puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Cameron comes in and asks Catherine: “Where have you put your sweets, in your top drawer?” Catherine does not want Cameron to find the sweets. Catherine says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.0032889010000000003
154,154,sweets,Catherine,Pamela,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of sweets. Catherine puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Pamela comes in and asks Catherine: “Where have you put your sweets, in your bottom drawer?” Catherine does not want Pamela to find the sweets. Catherine says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.0010189519999999966
155,155,sweets,Catherine,Pamela,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of sweets. Catherine puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Pamela comes in and asks Catherine: “Where have you put your sweets, in your top drawer?” Catherine does not want Pamela to find the sweets. Catherine says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.004360449999999998
156,156,sweets,Cameron,Catherine,top,bottom,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Cameron's greedy sibling Catherine comes in and asks Cameron: “Where have you put your sweets, in your bottom drawer?” Cameron does not want Catherine to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.001404949999999995
157,157,sweets,Cameron,Catherine,bottom,top,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Cameron's greedy sibling Catherine comes in and asks Cameron: “Where have you put your sweets, in your top drawer?” Cameron does not want Catherine to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.003950809999999999
158,158,sweets,Cameron,Lisa,top,bottom,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Cameron's greedy sibling Lisa comes in and asks Cameron: “Where have you put your sweets, in your bottom drawer?” Cameron does not want Lisa to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.001864892
159,159,sweets,Cameron,Lisa,bottom,top,"It is Cameron's birthday, and their auntie pops in to give them a box of sweets. Cameron puts the sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Cameron's greedy sibling Lisa comes in and asks Cameron: “Where have you put your sweets, in your top drawer?” Cameron does not want Lisa to find the sweets. Cameron says the sweets are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.004539621000000001
160,160,candy,Catherine,Emily,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of candy. Catherine puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Emily comes in and asks Catherine: “Where have you put your candy, in your bottom drawer?” Catherine does not want Emily to find the candy. Catherine says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,0.003284228
161,161,candy,Catherine,Emily,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of candy. Catherine puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Emily comes in and asks Catherine: “Where have you put your candy, in your top drawer?” Catherine does not want Emily to find the candy. Catherine says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.007910356
162,162,candy,Catherine,Lisa,top,bottom,"It is Catherine's birthday, and their auntie pops in to give them a box of candy. Catherine puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Catherine's greedy sibling Lisa comes in and asks Catherine: “Where have you put your candy, in your bottom drawer?” Catherine does not want Lisa to find the candy. Catherine says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,0.0027539770000000047
163,163,candy,Catherine,Lisa,bottom,top,"It is Catherine's birthday, and their auntie pops in to give them a box of candy. Catherine puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Catherine's greedy sibling Lisa comes in and asks Catherine: “Where have you put your candy, in your top drawer?” Catherine does not want Lisa to find the candy. Catherine says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.009313508999999998
164,164,candy,Antonio,Pamela,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Antonio's greedy sibling Pamela comes in and asks Antonio: “Where have you put your candy, in your bottom drawer?” Antonio does not want Pamela to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,0.004288760000000003
165,165,candy,Antonio,Pamela,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Antonio's greedy sibling Pamela comes in and asks Antonio: “Where have you put your candy, in your top drawer?” Antonio does not want Pamela to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.013122506999999999
166,166,candy,Antonio,Cameron,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio puts the candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Antonio's greedy sibling Cameron comes in and asks Antonio: “Where have you put your candy, in your bottom drawer?” Antonio does not want Cameron to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,0.003680610000000001
167,167,candy,Antonio,Cameron,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio puts the candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Antonio's greedy sibling Cameron comes in and asks Antonio: “Where have you put your candy, in your top drawer?” Antonio does not want Cameron to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Real,1,2,1,Explicit,-0.012555822000000001
168,168,chocolates,James,Sean,top,bottom,"It is James's birthday, and their auntie pops in to give her a box of chocolates. James puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, James's sweet sibling Sean comes in and asks James: “Where have you put your chocolates, in your bottom drawer?” James wants to share the chocolates with Sean. James says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,0.009210336999999999
169,169,chocolates,James,Sean,bottom,top,"It is James's birthday, and their auntie pops in to give her a box of chocolates. James puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, James's sweet sibling Sean comes in and asks James: “Where have you put your chocolates, in your top drawer?” James wants to share the chocolates with Sean. James says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.016173959
170,170,chocolates,James,Emily,top,bottom,"It is James's birthday, and their auntie pops in to give her a box of chocolates. James puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, James's sweet sibling Emily comes in and asks James: “Where have you put your chocolates, in your bottom drawer?” James wants to share the chocolates with Emily. James says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,0.00927588
171,171,chocolates,James,Emily,bottom,top,"It is James's birthday, and their auntie pops in to give her a box of chocolates. James puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, James's sweet sibling Emily comes in and asks James: “Where have you put your chocolates, in your top drawer?” James wants to share the chocolates with Emily. James says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.015117892
172,172,chocolates,Sean,Sonja,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of chocolates. Sean puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sean's sweet sibling Sonja comes in and asks Sean: “Where have you put your chocolates, in your bottom drawer?” Sean wants to share the chocolates with Sonja. Sean says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,0.012264075999999999
173,173,chocolates,Sean,Sonja,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of chocolates. Sean puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sean's sweet sibling Sonja comes in and asks Sean: “Where have you put your chocolates, in your top drawer?” Sean wants to share the chocolates with Sonja. Sean says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.018863095000000003
174,174,chocolates,Sean,Emily,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of chocolates. Sean puts chocolates in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sean's sweet sibling Emily comes in and asks Sean: “Where have you put your chocolates, in your bottom drawer?” Sean wants to share the chocolates with Emily. Sean says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,0.012084102999999999
175,175,chocolates,Sean,Emily,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of chocolates. Sean puts chocolates in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sean's sweet sibling Emily comes in and asks Sean: “Where have you put your chocolates, in your top drawer?” Sean wants to share the chocolates with Emily. Sean says the chocolates are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.019110215
176,176,sweets,Sean,Catherine,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sean's sweet sibling Catherine comes in and asks Sean: “Where have you put your sweets, in your bottom drawer?” Sean wants to share the sweets with Catherine. Sean says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,0.002323782999999996
177,177,sweets,Sean,Catherine,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sean's sweet sibling Catherine comes in and asks Sean: “Where have you put your sweets, in your top drawer?” Sean wants to share the sweets with Catherine. Sean says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.006214038000000002
178,178,sweets,Sean,Marta,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Sean's sweet sibling Marta comes in and asks Sean: “Where have you put your sweets, in your bottom drawer?” Sean wants to share the sweets with Marta. Sean says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,0.0038064749999999967
179,179,sweets,Sean,Marta,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Sean's sweet sibling Marta comes in and asks Sean: “Where have you put your sweets, in your top drawer?” Sean wants to share the sweets with Marta. Sean says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.007091257
180,180,sweets,Cameron,Sean,top,bottom,"It is Cameron's birthday, and their auntie pops in to give her a box of sweets. Cameron puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Cameron's sweet sibling Sean comes in and asks Cameron: “Where have you put your sweets, in your bottom drawer?” Cameron wants to share the sweets with Sean. Cameron says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.0002277120000000049
181,181,sweets,Cameron,Sean,bottom,top,"It is Cameron's birthday, and their auntie pops in to give her a box of sweets. Cameron puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Cameron's sweet sibling Sean comes in and asks Cameron: “Where have you put your sweets, in your top drawer?” Cameron wants to share the sweets with Sean. Cameron says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.0044776409999999975
182,182,sweets,Cameron,Antonio,top,bottom,"It is Cameron's birthday, and their auntie pops in to give her a box of sweets. Cameron puts sweets in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Cameron's sweet sibling Antonio comes in and asks Cameron: “Where have you put your sweets, in your bottom drawer?” Cameron wants to share the sweets with Antonio. Cameron says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,0.0004984840000000004
183,183,sweets,Cameron,Antonio,bottom,top,"It is Cameron's birthday, and their auntie pops in to give her a box of sweets. Cameron puts sweets in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Cameron's sweet sibling Antonio comes in and asks Cameron: “Where have you put your sweets, in your top drawer?” Cameron wants to share the sweets with Antonio. Cameron says the sweets are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.005489210000000001
184,184,candy,Marta,Sean,top,bottom,"It is Marta's birthday, and their auntie pops in to give her a box of candy. Marta puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Marta's sweet sibling Sean comes in and asks Marta: “Where have you put your candy, in your bottom drawer?” Marta wants to share the candy with Sean. Marta says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,0.007737320000000006
185,185,candy,Marta,Sean,bottom,top,"It is Marta's birthday, and their auntie pops in to give her a box of candy. Marta puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Marta's sweet sibling Sean comes in and asks Marta: “Where have you put your candy, in your top drawer?” Marta wants to share the candy with Sean. Marta says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.011990234000000002
186,186,candy,Marta,Tyler,top,bottom,"It is Marta's birthday, and their auntie pops in to give her a box of candy. Marta puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Marta's sweet sibling Tyler comes in and asks Marta: “Where have you put your candy, in your bottom drawer?” Marta wants to share the candy with Tyler. Marta says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,0.007733916
187,187,candy,Marta,Tyler,bottom,top,"It is Marta's birthday, and their auntie pops in to give her a box of candy. Marta puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Marta's sweet sibling Tyler comes in and asks Marta: “Where have you put your candy, in your top drawer?” Marta wants to share the candy with Tyler. Marta says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.012590097000000001
188,188,candy,Tyler,Antonio,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's sweet sibling Antonio comes in and asks Tyler: “Where have you put your candy, in your bottom drawer?” Tyler wants to share the candy with Antonio. Tyler says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,0.0053884979999999985
189,189,candy,Tyler,Antonio,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's sweet sibling Antonio comes in and asks Tyler: “Where have you put your candy, in your top drawer?” Tyler wants to share the candy with Antonio. Tyler says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.014701993000000003
190,190,candy,Tyler,Ben,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler puts candy in the top drawer for safe-keeping, because it's easier to reach than the bottom drawer. A few minutes later, Tyler's sweet sibling Ben comes in and asks Tyler: “Where have you put your candy, in your bottom drawer?” Tyler wants to share the candy with Ben. Tyler says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,0.005527013999999997
191,191,candy,Tyler,Ben,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler puts candy in the bottom drawer for safe-keeping, because it's easier to reach than the top drawer. A few minutes later, Tyler's sweet sibling Ben comes in and asks Tyler: “Where have you put your candy, in your top drawer?” Tyler wants to share the candy with Ben. Tyler says the candy are in the [MASK] drawer.",Cooperation,Real,1,2,1,Explicit,-0.011917999999999998
192,192,chocolates,Antonio,Cameron,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of chocolates. Antonio considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Cameron comes in and asks Antonio: “Where have you put your chocolates, in your bottom drawer?” Antonio does not want Cameron to find the chocolates. Antonio says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,0.03770571899999999
193,193,chocolates,Antonio,Cameron,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of chocolates. Antonio considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Cameron comes in and asks Antonio: “Where have you put your chocolates, in your top drawer?” Antonio does not want Cameron to find the chocolates. Antonio says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-0.022368414
194,194,chocolates,Antonio,Sean,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of chocolates. Antonio considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Sean comes in and asks Antonio: “Where have you put your chocolates, in your bottom drawer?” Antonio does not want Sean to find the chocolates. Antonio says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,0.039176581999999995
195,195,chocolates,Antonio,Sean,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of chocolates. Antonio considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Sean comes in and asks Antonio: “Where have you put your chocolates, in your top drawer?” Antonio does not want Sean to find the chocolates. Antonio says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-0.023019846000000004
