,Item,Condition,Condition code,Scenario,probability,belief,consistency,final_word,masked_passages
240,61,1,TB-C,"Joe and Isabel set up the television in the conservatory.  Later, Joe spotted Isabel move the television to the lounge. When Isabel wanted to watch the television she looked in the lounge.",0.0027082236483693123,TB,C,lounge,"Joe and Isabel set up the television in the conservatory.  Later, Joe spotted Isabel move the television to the lounge. When Isabel wanted to watch the television she looked in the [MASK] ."
241,61,2,TB-IC,"Joe and Isabel set up the television in the conservatory.  Later, Joe spotted Isabel move the television to the lounge. When Isabel wanted to watch the television she looked in the conservatory.",0.0038165000732988123,TB,IC,conservatory,"Joe and Isabel set up the television in the conservatory.  Later, Joe spotted Isabel move the television to the lounge. When Isabel wanted to watch the television she looked in the [MASK] ."
242,61,3,FB-C,"Joe and Isabel set up the television in the conservatory.  While Joe was away, Isabel moved the television to the lounge. When Isabel wanted to watch the television she looked in the conservatory.",0.0004286318726371975,FB,C,conservatory,"Joe and Isabel set up the television in the conservatory.  While Joe was away, Isabel moved the television to the lounge. When Isabel wanted to watch the television she looked in the [MASK] ."
243,61,4,FB-IC,"Joe and Isabel set up the television in the conservatory.  While Joe was away, Isabel moved the television to the lounge. When Isabel wanted to watch the television she looked in the lounge.",0.0020100171677768226,FB,IC,lounge,"Joe and Isabel set up the television in the conservatory.  While Joe was away, Isabel moved the television to the lounge. When Isabel wanted to watch the television she looked in the [MASK] ."
244,62,1,TB-C,"Joshua and Hannah collected their photos and put them in the envelope.  Later, Joshua saw Hannah move the photos to the album. When Joshua wanted to admire the photos he looked in the album.",0.012836845591664316,TB,C,album,"Joshua and Hannah collected their photos and put them in the envelope.  Later, Joshua saw Hannah move the photos to the album. When Joshua wanted to admire the photos he looked in the [MASK] ."
245,62,2,TB-IC,"Joshua and Hannah collected their photos and put them in the envelope.  Later, Joshua saw Hannah move the photos to the album. When Joshua wanted to admire the photos he looked in the envelope.",0.1519676148891449,TB,IC,envelope,"Joshua and Hannah collected their photos and put them in the envelope.  Later, Joshua saw Hannah move the photos to the album. When Joshua wanted to admire the photos he looked in the [MASK] ."
246,62,3,FB-C,"Joshua and Hannah collected their photos and put them in the envelope.  While Joshua was distracted, Hannah moved the photos to the album. When Joshua wanted to admire the photos he looked in the envelope.",0.24512085318565371,FB,C,envelope,"Joshua and Hannah collected their photos and put them in the envelope.  While Joshua was distracted, Hannah moved the photos to the album. When Joshua wanted to admire the photos he looked in the [MASK] ."
247,62,4,FB-IC,"Joshua and Hannah collected their photos and put them in the envelope.  While Joshua was distracted, Hannah moved the photos to the album. When Joshua wanted to admire the photos he looked in the album.",0.0035647307522594933,FB,IC,album,"Joshua and Hannah collected their photos and put them in the envelope.  While Joshua was distracted, Hannah moved the photos to the album. When Joshua wanted to admire the photos he looked in the [MASK] ."
248,63,1,TB-C,"Abigail and Ethan finished playing and put the doll in the bed.  Later, Abigail noticed Ethan naughtily move the doll to the pram. When Abigail wanted to play with the doll she looked in the pram.",0.0001114166298066266,TB,C,pram,"Abigail and Ethan finished playing and put the doll in the bed.  Later, Abigail noticed Ethan naughtily move the doll to the pram. When Abigail wanted to play with the doll she looked in the [MASK] ."
249,63,2,TB-IC,"Abigail and Ethan finished playing and put the doll in the bed.  Later, Abigail noticed Ethan naughtily move the doll to the pram. When Abigail wanted to play with the doll she looked in the bed.",0.09532042592763901,TB,IC,bed,"Abigail and Ethan finished playing and put the doll in the bed.  Later, Abigail noticed Ethan naughtily move the doll to the pram. When Abigail wanted to play with the doll she looked in the [MASK] ."
250,63,3,FB-C,"Abigail and Ethan finished playing and put the doll in the bed.  While Abigail was eating, Ethan naughtily moved the doll to the pram. When Abigail wanted to play with the doll she looked in the bed.",0.05458841472864151,FB,C,bed,"Abigail and Ethan finished playing and put the doll in the bed.  While Abigail was eating, Ethan naughtily moved the doll to the pram. When Abigail wanted to play with the doll she looked in the [MASK] ."
251,63,4,FB-IC,"Abigail and Ethan finished playing and put the doll in the bed.  While Abigail was eating, Ethan naughtily moved the doll to the pram. When Abigail wanted to play with the doll she looked in the pram.",5.371944644139146e-05,FB,IC,pram,"Abigail and Ethan finished playing and put the doll in the bed.  While Abigail was eating, Ethan naughtily moved the doll to the pram. When Abigail wanted to play with the doll she looked in the [MASK] ."
252,64,1,TB-C,"Andrew and Natalie brought the new bicycle home and put it in the shed.  Later, Andrew witnessed Natalie move the bicycle to the yard. When Andrew wanted to try out the bicycle he looked in the yard.",0.07561842352151871,TB,C,yard,"Andrew and Natalie brought the new bicycle home and put it in the shed.  Later, Andrew witnessed Natalie move the bicycle to the yard. When Andrew wanted to try out the bicycle he looked in the [MASK] ."
253,64,2,TB-IC,"Andrew and Natalie brought the new bicycle home and put it in the shed.  Later, Andrew witnessed Natalie move the bicycle to the yard. When Andrew wanted to try out the bicycle he looked in the shed.",0.40121614933013916,TB,IC,shed,"Andrew and Natalie brought the new bicycle home and put it in the shed.  Later, Andrew witnessed Natalie move the bicycle to the yard. When Andrew wanted to try out the bicycle he looked in the [MASK] ."
254,64,3,FB-C,"Andrew and Natalie brought the new bicycle home and put it in the shed.  While Andrew was sidetracked, Natalie moved the bicycle to the yard. When Andrew wanted to try out the bicycle he looked in the shed.",0.0018813348142430184,FB,C,shed,"Andrew and Natalie brought the new bicycle home and put it in the shed.  While Andrew was sidetracked, Natalie moved the bicycle to the yard. When Andrew wanted to try out the bicycle he looked in the [MASK] ."
255,64,4,FB-IC,"Andrew and Natalie brought the new bicycle home and put it in the shed.  While Andrew was sidetracked, Natalie moved the bicycle to the yard. When Andrew wanted to try out the bicycle he looked in the yard.",0.03163772076368332,FB,IC,yard,"Andrew and Natalie brought the new bicycle home and put it in the shed.  While Andrew was sidetracked, Natalie moved the bicycle to the yard. When Andrew wanted to try out the bicycle he looked in the [MASK] ."
256,65,1,TB-C,"Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the greenhouse.",0.07192642241716386,TB,C,greenhouse,"Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the [MASK] ."
257,65,2,TB-IC,"Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the garage.",0.056942451745271676,TB,IC,garage,"Leila watered the plants and put the watering can in the garage.  Later, Leila spotted her boyfriend move the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the [MASK] ."
258,65,3,FB-C,"Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the garage.",0.10931825637817381,FB,C,garage,"Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the [MASK] ."
259,65,4,FB-IC,"Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the greenhouse.",0.024320183321833607,FB,IC,greenhouse,"Leila watered the plants and put the watering can in the garage.  While Leila was preoccupied, her boyfriend moved the watering can to the greenhouse. When Leila wanted to use the watering can she looked in the [MASK] ."
260,66,1,TB-C,"Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. When Carla wanted to look at the CD she looked in the stereo.",0.003233462572097779,TB,C,stereo,"Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. When Carla wanted to look at the CD she looked in the [MASK] ."
261,66,2,TB-IC,"Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. When Carla wanted to look at the CD she looked in the rack.",0.5592170357704163,TB,IC,rack,"Carla picked up the music CD and put it in the rack.  Later, Carla observed Fabio move the CD to the stereo. When Carla wanted to look at the CD she looked in the [MASK] ."
262,66,3,FB-C,"Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. When Carla wanted to look at the CD she looked in the rack.",0.3708893656730652,FB,C,rack,"Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. When Carla wanted to look at the CD she looked in the [MASK] ."
263,66,4,FB-IC,"Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. When Carla wanted to look at the CD she looked in the stereo.",0.005699003580957651,FB,IC,stereo,"Carla picked up the music CD and put it in the rack.  While Carla was not looking, Fabio moved the CD to the stereo. When Carla wanted to look at the CD she looked in the [MASK] ."
264,67,1,TB-C,"Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the table.",0.3702743351459503,TB,C,table,"Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the [MASK] ."
265,67,2,TB-IC,"Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the stool.",0.0027828633319586524,TB,IC,stool,"Mark bought a pint of lager and put it down on a stool.  Later, Mark noticed the bartender move the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the [MASK] ."
266,67,3,FB-C,"Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the stool.",0.00488894386216998,FB,C,stool,"Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the [MASK] ."
267,67,4,FB-IC,"Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the table.",0.431536465883255,FB,IC,table,"Mark bought a pint of lager and put it down on a stool.  While Mark was at the toilet, the bartender moved the pint of lager to the table. When Mark wanted to drink his pint of lager he looked on the [MASK] ."
268,68,1,TB-C,"Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. When Cheryl wanted to use her towel she looked on the chair.",0.050714675337076194,TB,C,chair,"Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. When Cheryl wanted to use her towel she looked on the [MASK] ."
269,68,2,TB-IC,"Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. When Cheryl wanted to use her towel she looked on the floor.",0.22701142728328702,TB,IC,floor,"Cheryl arrived at the pool and put her towel on the floor.  Later, Cheryl witnessed the pool attendant move the towel to the chair. When Cheryl wanted to use her towel she looked on the [MASK] ."
270,68,3,FB-C,"Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. When Cheryl wanted to use her towel she looked on the floor.",0.17228153347969055,FB,C,floor,"Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. When Cheryl wanted to use her towel she looked on the [MASK] ."
271,68,4,FB-IC,"Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. When Cheryl wanted to use her towel she looked on the chair.",0.05010394752025604,FB,IC,chair,"Cheryl arrived at the pool and put her towel on the floor.  While Cheryl was unaware, the pool attendant moved the towel to the chair. When Cheryl wanted to use her towel she looked on the [MASK] ."
272,69,1,TB-C,"Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the fridge.",0.0040096105076372615,TB,C,fridge,"Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the [MASK] ."
273,69,2,TB-IC,"Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the handbag.",8.298309694509955e-06,TB,IC,handbag,"Nadine woke up early to make sandwiches and put them in her handbag.  Later, Nadine watched her husband move the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the [MASK] ."
274,69,3,FB-C,"Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the handbag.",5.538584446185267e-06,FB,C,handbag,"Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the [MASK] ."
275,69,4,FB-IC,"Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the fridge.",0.01642327010631561,FB,IC,fridge,"Nadine woke up early to make sandwiches and put them in her handbag.  While Nadine was showering, her husband moved the sandwiches to the fridge.   When Nadine wanted her sandwiches she looked in the [MASK] ."
276,70,1,TB-C,"Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the bath.",0.0387340560555458,TB,C,bath,"Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the [MASK] ."
277,70,2,TB-IC,"Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the basket.",0.00010925582319032394,TB,IC,basket,"Robbie took off his bow tie and threw it into the washing basket.  Later, Robbie spotted his dog move the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the [MASK] ."
278,70,3,FB-C,"Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the basket.",9.501598105998704e-05,FB,C,basket,"Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the [MASK] ."
279,70,4,FB-IC,"Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the bath.",0.011664072982966896,FB,IC,bath,"Robbie took off his bow tie and threw it into the washing basket.  While Robbie was sleeping, his dog moved the bow tie to the bath. When Robbie wanted to retrieve his bow tie he looked in the [MASK] ."
280,71,1,TB-C,"Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the kitchen.",0.40055474638938904,TB,C,kitchen,"Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the [MASK] ."
281,71,2,TB-IC,"Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the bathroom.",0.36212995648384094,TB,IC,bathroom,"Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the [MASK] ."
282,71,3,FB-C,"Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the bathroom.",0.5588172674179077,FB,C,bathroom,"Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the [MASK] ."
283,71,4,FB-IC,"Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the kitchen.",0.34170860052108765,FB,IC,kitchen,"Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the [MASK] ."
284,72,1,TB-C,"Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. When Jason wanted to find Gary he looked next to the bar.",0.14826379716396332,TB,C,bar,"Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. When Jason wanted to find Gary he looked next to the [MASK] ."
285,72,2,TB-IC,"Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. When Jason wanted to find Gary he looked next to the podium.",0.6249745488166809,TB,IC,podium,"Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. When Jason wanted to find Gary he looked next to the [MASK] ."
286,72,3,FB-C,"Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. When Jason wanted to find Gary he looked next to the podium.",0.922702431678772,FB,C,podium,"Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. When Jason wanted to find Gary he looked next to the [MASK] ."
287,72,4,FB-IC,"Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. When Jason wanted to find Gary he looked next to the bar.",0.000442700751591474,FB,IC,bar,"Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. When Jason wanted to find Gary he looked next to the [MASK] ."
288,73,1,TB-C,"Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. When Simon wanted to admire his certificate he looked in the lounge.",0.11644524335861205,TB,C,lounge,"Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. When Simon wanted to admire his certificate he looked in the [MASK] ."
289,73,2,TB-IC,"Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. When Simon wanted to admire his certificate he looked in the bedroom.",0.004648612812161447,TB,IC,bedroom,"Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. When Simon wanted to admire his certificate he looked in the [MASK] ."
290,73,3,FB-C,"Simon framed his graduation certificate and put it in his bedroom.  But while Simon was out, his Mum moved the certificate to the lounge. When Simon wanted to admire his certificate he looked in the bedroom.",0.013153683394193651,FB,C,bedroom,"Simon framed his graduation certificate and put it in his bedroom.  But while Simon was out, his Mum moved the certificate to the lounge. When Simon wanted to admire his certificate he looked in the [MASK] ."
291,73,4,FB-IC,"Simon framed his graduation certificate and put it in his bedroom.  But while Simon was out, his Mum moved the certificate to the lounge. When Simon wanted to admire his certificate he looked in the lounge.",0.03199391812086105,FB,IC,lounge,"Simon framed his graduation certificate and put it in his bedroom.  But while Simon was out, his Mum moved the certificate to the lounge. When Simon wanted to admire his certificate he looked in the [MASK] ."
292,74,1,TB-C,"Martine took off her expensive engagement ring and put it on the bookshelf.  Later, Martine witnessed Tony move the ring to the dresser. When Martine wanted to wear the ring she looked on the dresser.",0.0402388572692871,TB,C,dresser,"Martine took off her expensive engagement ring and put it on the bookshelf.  Later, Martine witnessed Tony move the ring to the dresser. When Martine wanted to wear the ring she looked on the [MASK] ."
293,74,2,TB-IC,"Martine took off her expensive engagement ring and put it on the bookshelf.  Later, Martine witnessed Tony move the ring to the dresser. When Martine wanted to wear the ring she looked on the bookshelf.",5.173851968720551e-05,TB,IC,bookshelf,"Martine took off her expensive engagement ring and put it on the bookshelf.  Later, Martine witnessed Tony move the ring to the dresser. When Martine wanted to wear the ring she looked on the [MASK] ."
294,74,3,FB-C,"Martine took off her expensive engagement ring and put it on the bookshelf.  While Martine was not looking, Tony moved the ring to the dresser. When Martine wanted to wear the ring she looked on the bookshelf.",0.00012505860649980615,FB,C,bookshelf,"Martine took off her expensive engagement ring and put it on the bookshelf.  While Martine was not looking, Tony moved the ring to the dresser. When Martine wanted to wear the ring she looked on the [MASK] ."
295,74,4,FB-IC,"Martine took off her expensive engagement ring and put it on the bookshelf.  While Martine was not looking, Tony moved the ring to the dresser. When Martine wanted to wear the ring she looked on the dresser.",0.05898974090814592,FB,IC,dresser,"Martine took off her expensive engagement ring and put it on the bookshelf.  While Martine was not looking, Tony moved the ring to the dresser. When Martine wanted to wear the ring she looked on the [MASK] ."
296,75,1,TB-C,"Ceri folded up her Welsh flag and carefully put into her rucksack.  Later, Ceri watched a friend move the flag to the closet. When Ceri wanted to show off her flag she looked in the closet.",0.8661420941352844,TB,C,closet,"Ceri folded up her Welsh flag and carefully put into her rucksack.  Later, Ceri watched a friend move the flag to the closet. When Ceri wanted to show off her flag she looked in the [MASK] ."
297,75,2,TB-IC,"Ceri folded up her Welsh flag and carefully put into her rucksack.  Later, Ceri watched a friend move the flag to the closet. When Ceri wanted to show off her flag she looked in the rucksack.",1.217119802277012e-06,TB,IC,rucksack,"Ceri folded up her Welsh flag and carefully put into her rucksack.  Later, Ceri watched a friend move the flag to the closet. When Ceri wanted to show off her flag she looked in the [MASK] ."
298,75,3,FB-C,"Ceri folded up her Welsh flag and carefully put into her rucksack.  While Ceri was in the next room, a friend moved the flag to the closet. When Ceri wanted to show off her flag she looked in the rucksack.",4.144834292674204e-06,FB,C,rucksack,"Ceri folded up her Welsh flag and carefully put into her rucksack.  While Ceri was in the next room, a friend moved the flag to the closet. When Ceri wanted to show off her flag she looked in the [MASK] ."
299,75,4,FB-IC,"Ceri folded up her Welsh flag and carefully put into her rucksack.  While Ceri was in the next room, a friend moved the flag to the closet. When Ceri wanted to show off her flag she looked in the closet.",0.6833576560020447,FB,IC,closet,"Ceri folded up her Welsh flag and carefully put into her rucksack.  While Ceri was in the next room, a friend moved the flag to the closet. When Ceri wanted to show off her flag she looked in the [MASK] ."
300,76,1,TB-C,"Sam bought a big bag of sweets shop and put it in the cupboard.  Later, Sam spotted his mother move the bag of sweets to the drawer. When Sam wanted to eat some sweets he looked in the drawer.",0.3634496629238128,TB,C,drawer,"Sam bought a big bag of sweets shop and put it in the cupboard.  Later, Sam spotted his mother move the bag of sweets to the drawer. When Sam wanted to eat some sweets he looked in the [MASK] ."
301,76,2,TB-IC,"Sam bought a big bag of sweets shop and put it in the cupboard.  Later, Sam spotted his mother move the bag of sweets to the drawer. When Sam wanted to eat some sweets he looked in the cupboard.",0.45182591676712036,TB,IC,cupboard,"Sam bought a big bag of sweets shop and put it in the cupboard.  Later, Sam spotted his mother move the bag of sweets to the drawer. When Sam wanted to eat some sweets he looked in the [MASK] ."
302,76,3,FB-C,"Sam bought a big bag of sweets shop and put it in the cupboard.  While Sam was out playing, his mother moved the bag of sweets to the drawer. When Sam wanted to eat some sweets he looked in the cupboard.",0.13142924010753632,FB,C,cupboard,"Sam bought a big bag of sweets shop and put it in the cupboard.  While Sam was out playing, his mother moved the bag of sweets to the drawer. When Sam wanted to eat some sweets he looked in the [MASK] ."
303,76,4,FB-IC,"Sam bought a big bag of sweets shop and put it in the cupboard.  While Sam was out playing, his mother moved the bag of sweets to the drawer. When Sam wanted to eat some sweets he looked in the drawer.",0.5578654408454895,FB,IC,drawer,"Sam bought a big bag of sweets shop and put it in the cupboard.  While Sam was out playing, his mother moved the bag of sweets to the drawer. When Sam wanted to eat some sweets he looked in the [MASK] ."
304,77,1,TB-C,"Sally spent the morning playing with a marble and afterwards put it in her basket.  Later, Sally saw Anne move the marble to the box. When Sally wanted to play with her marble she looked in the box.",0.8143304586410522,TB,C,box,"Sally spent the morning playing with a marble and afterwards put it in her basket.  Later, Sally saw Anne move the marble to the box. When Sally wanted to play with her marble she looked in the [MASK] ."
305,77,2,TB-IC,"Sally spent the morning playing with a marble and afterwards put it in her basket.  Later, Sally saw Anne move the marble to the box. When Sally wanted to play with her marble she looked in the basket.",0.0023914775811135778,TB,IC,basket,"Sally spent the morning playing with a marble and afterwards put it in her basket.  Later, Sally saw Anne move the marble to the box. When Sally wanted to play with her marble she looked in the [MASK] ."
306,77,3,FB-C,"Sally spent the morning playing with a marble and afterwards put it in her basket.  While Sally was out for a walk, Anne moved the marble to the box. When Sally wanted to play with her marble she looked in the basket.",4.947909474140037e-05,FB,C,basket,"Sally spent the morning playing with a marble and afterwards put it in her basket.  While Sally was out for a walk, Anne moved the marble to the box. When Sally wanted to play with her marble she looked in the [MASK] ."
307,77,4,FB-IC,"Sally spent the morning playing with a marble and afterwards put it in her basket.  While Sally was out for a walk, Anne moved the marble to the box. When Sally wanted to play with her marble she looked in the box.",0.9284501075744629,FB,IC,box,"Sally spent the morning playing with a marble and afterwards put it in her basket.  While Sally was out for a walk, Anne moved the marble to the box. When Sally wanted to play with her marble she looked in the [MASK] ."
308,78,1,TB-C,"Lucile cleaned the test tubes and put them on the desk.  Later, Lucile observed Karen move the test tubes to the rack. When Lucile wanted to use the test tubes she looked on the rack.",0.013924556784331795,TB,C,rack,"Lucile cleaned the test tubes and put them on the desk.  Later, Lucile observed Karen move the test tubes to the rack. When Lucile wanted to use the test tubes she looked on the [MASK] ."
309,78,2,TB-IC,"Lucile cleaned the test tubes and put them on the desk.  Later, Lucile observed Karen move the test tubes to the rack. When Lucile wanted to use the test tubes she looked on the desk.",0.010512226261198524,TB,IC,desk,"Lucile cleaned the test tubes and put them on the desk.  Later, Lucile observed Karen move the test tubes to the rack. When Lucile wanted to use the test tubes she looked on the [MASK] ."
310,78,3,FB-C,"Lucile cleaned the test tubes and put them on the desk.  While Lucile was in a meeting, Karen moved the test tubes to the rack. When Lucile wanted to use the test tubes she looked on the desk.",0.0719553828239441,FB,C,desk,"Lucile cleaned the test tubes and put them on the desk.  While Lucile was in a meeting, Karen moved the test tubes to the rack. When Lucile wanted to use the test tubes she looked on the [MASK] ."
311,78,4,FB-IC,"Lucile cleaned the test tubes and put them on the desk.  While Lucile was in a meeting, Karen moved the test tubes to the rack. When Lucile wanted to use the test tubes she looked on the rack.",0.4885813295841217,FB,IC,rack,"Lucile cleaned the test tubes and put them on the desk.  While Lucile was in a meeting, Karen moved the test tubes to the rack. When Lucile wanted to use the test tubes she looked on the [MASK] ."
312,79,1,TB-C,"Wendy counted out the tablets and put the bottle in the storeroom.  Later, Wendy spied Jan move the bottle to the shop. When Wendy wanted to check the bottle she looked in the shop.",0.014836381189525127,TB,C,shop,"Wendy counted out the tablets and put the bottle in the storeroom.  Later, Wendy spied Jan move the bottle to the shop. When Wendy wanted to check the bottle she looked in the [MASK] ."
313,79,2,TB-IC,"Wendy counted out the tablets and put the bottle in the storeroom.  Later, Wendy spied Jan move the bottle to the shop. When Wendy wanted to check the bottle she looked in the storeroom.",1.2276512279640882e-05,TB,IC,storeroom,"Wendy counted out the tablets and put the bottle in the storeroom.  Later, Wendy spied Jan move the bottle to the shop. When Wendy wanted to check the bottle she looked in the [MASK] ."
314,79,3,FB-C,"Wendy counted out the tablets and put the bottle in the storeroom.  While Wendy was out for her lunch break, Jan moved the bottle to the shop. When Wendy wanted to check the bottle she looked in the storeroom.",2.6313073249184548e-06,FB,C,storeroom,"Wendy counted out the tablets and put the bottle in the storeroom.  While Wendy was out for her lunch break, Jan moved the bottle to the shop. When Wendy wanted to check the bottle she looked in the [MASK] ."
315,79,4,FB-IC,"Wendy counted out the tablets and put the bottle in the storeroom.  While Wendy was out for her lunch break, Jan moved the bottle to the shop. When Wendy wanted to check the bottle she looked in the shop.",0.046945005655288696,FB,IC,shop,"Wendy counted out the tablets and put the bottle in the storeroom.  While Wendy was out for her lunch break, Jan moved the bottle to the shop. When Wendy wanted to check the bottle she looked in the [MASK] ."
316,80,1,TB-C,"David priced the gifts in the shop and put the remaining labels in the bin.  Later, David noticed his colleague move the labels to the till. When David wanted to examine the labels he looked in the till.",0.01784844510257244,TB,C,till,"David priced the gifts in the shop and put the remaining labels in the bin.  Later, David noticed his colleague move the labels to the till. When David wanted to examine the labels he looked in the [MASK] ."
